"","match_id","player","pts","ptsWon","aces","ptsWonLte3Shots","wide","body","t","snvPts","snvPtsWon","nonSnvPts","nonSnvPtsWon"
"1","19751219-M-Davis_Cup_World_Group_F-RR-Bjorn_Borg-Jiri_Hrebec",1,69,46,2,18,29,28,12,30,23,38,23
"2","19751219-M-Davis_Cup_World_Group_F-RR-Bjorn_Borg-Jiri_Hrebec",2,63,27,2,13,16,20,27,10,6,51,21
"3","19780125-M-Pepsi_Grand_Slam-SF-Brian_Gottfried-Bjorn_Borg",1,55,30,0,12,19,27,9,23,17,31,13
"4","19780125-M-Pepsi_Grand_Slam-SF-Brian_Gottfried-Bjorn_Borg",2,49,35,0,11,12,23,14,0,0,0,0
"5","19800705-M-Wimbledon-F-John_Mcenroe-Bjorn_Borg",1,180,119,12,93,60,59,61,165,107,12,12
"6","19800705-M-Wimbledon-F-John_Mcenroe-Bjorn_Borg",2,196,131,8,68,48,82,65,116,81,73,50
"7","19810607-M-Roland_Garros-F-Bjorn_Borg-Ivan_Lendl",1,73,44,7,12,38,6,29,1,1,70,43
"8","19810607-M-Roland_Garros-F-Bjorn_Borg-Ivan_Lendl",2,73,36,2,13,46,11,16,4,3,67,33
"9","19810704-M-Wimbledon-F-John_Mcenroe-Bjorn_Borg",1,150,101,8,74,79,16,55,138,99,4,2
"10","19810704-M-Wimbledon-F-John_Mcenroe-Bjorn_Borg",2,139,90,10,43,62,17,60,64,44,72,46
"11","19810913-M-US_Open-F-John_Mcenroe-Bjorn_Borg",1,113,71,9,46,56,11,46,83,58,23,13
"12","19810913-M-US_Open-F-John_Mcenroe-Bjorn_Borg",2,112,62,9,28,51,10,51,14,9,91,53
"13","19820912-M-US_Open-F-Jimmy_Connors-Ivan_Lendl",1,114,73,3,29,68,4,42,6,4,106,69
"14","19820912-M-US_Open-F-Jimmy_Connors-Ivan_Lendl",2,127,68,14,37,72,13,42,1,1,123,67
"15","19840506-M-Forest_Hills_WCT-F-John_Mcenroe-Ivan_Lendl",1,55,36,7,21,18,20,17,28,19,22,17
"16","19840506-M-Forest_Hills_WCT-F-John_Mcenroe-Ivan_Lendl",2,59,32,4,17,21,10,28,0,0,0,0
"17","19840909-M-US_Open-F-John_Mcenroe-Ivan_Lendl",1,72,55,8,43,38,6,28,60,50,6,5
"18","19840909-M-US_Open-F-John_Mcenroe-Ivan_Lendl",2,83,47,3,19,48,6,28,29,17,53,30
"19","19850707-M-Wimbledon-F-Boris_Becker-Kevin_Curren",1,120,85,19,55,60,8,52,112,84,1,1
"20","19850707-M-Wimbledon-F-Boris_Becker-Kevin_Curren",2,136,86,15,62,85,13,38,130,86,0,0
"21","19850908-M-US_Open-F-John_Mcenroe-Ivan_Lendl",1,88,57,5,36,61,8,19,65,44,22,13
"22","19850908-M-US_Open-F-John_Mcenroe-Ivan_Lendl",2,88,67,4,40,55,9,24,22,19,62,48
"23","19870901-M-US_Open-QF-John_Mcenroe-Ivan_Lendl",1,87,54,1,40,25,41,21,69,46,11,8
"24","19870901-M-US_Open-QF-John_Mcenroe-Ivan_Lendl",2,75,58,8,40,37,14,24,2,1,70,57
"25","19880911-M-US_Open-F-Mats_Wilander-Ivan_Lendl",1,181,110,2,29,111,22,48,61,38,120,72
"26","19880911-M-US_Open-F-Mats_Wilander-Ivan_Lendl",2,146,90,9,34,86,22,38,5,5,139,85
"27","19890709-M-Wimbledon-F-Boris_Becker-Stefan_Edberg",1,91,62,5,35,46,9,36,83,59,4,3
"28","19890709-M-Wimbledon-F-Boris_Becker-Stefan_Edberg",2,93,52,0,35,52,10,31,91,52,0,0
"29","19890910-M-US_Open-F-Boris_Becker-Ivan_Lendl",1,143,86,9,60,83,26,34,91,60,41,26
"30","19890910-M-US_Open-F-Boris_Becker-Ivan_Lendl",2,125,77,4,30,78,7,40,6,4,114,73
"31","19900128-M-Australian_Open-F-Ivan_Lendl-Stefan_Edberg",1,90,53,5,17,67,2,21,1,1,84,52
"32","19900128-M-Australian_Open-F-Ivan_Lendl-Stefan_Edberg",2,109,58,1,25,62,13,34,71,41,29,17
"33","19900611-M-Queens_Club-F-Boris_Becker-Ivan_Lendl",1,58,31,5,25,17,26,15,51,30,2,1
"34","19900611-M-Queens_Club-F-Boris_Becker-Ivan_Lendl",2,53,37,12,31,22,8,23,46,36,1,1
"35","19900909-M-US_Open-F-Andre_Agassi-Pete_Sampras",1,99,56,0,19,47,1,51,0,0,0,0
"36","19900909-M-US_Open-F-Andre_Agassi-Pete_Sampras",2,72,55,13,32,32,4,36,35,28,36,27
"37","19910127-M-Australian_Open-F-Ivan_Lendl-Boris_Becker",1,106,66,9,38,67,6,33,0,0,0,0
"38","19910127-M-Australian_Open-F-Ivan_Lendl-Boris_Becker",2,108,67,8,36,53,22,32,23,14,82,53
"39","19910908-M-US_Open-F-Jim_Courier-Stefan_Edberg",1,89,44,3,19,52,1,35,10,5,75,39
"40","19910908-M-US_Open-F-Jim_Courier-Stefan_Edberg",2,64,50,3,30,33,15,16,57,44,6,6
"41","19920126-M-Australian_Open-F-Jim_Courier-Stefan_Edberg",1,113,74,3,37,73,2,38,2,1,109,73
"42","19920126-M-Australian_Open-F-Jim_Courier-Stefan_Edberg",2,123,71,2,46,81,8,34,108,66,8,5
"43","19920704-M-Wimbledon-SF-John_Mcenroe-Andre_Agassi",1,78,40,7,30,19,39,20,62,33,9,7
"44","19920704-M-Wimbledon-SF-John_Mcenroe-Andre_Agassi",2,80,54,5,31,26,30,24,1,0,78,54
"45","19920913-M-US_Open-F-Pete_Sampras-Stefan_Edberg",1,134,83,11,47,58,5,71,43,26,80,57
"46","19920913-M-US_Open-F-Pete_Sampras-Stefan_Edberg",2,121,82,8,49,71,4,46,92,68,24,14
"47","19930912-M-US_Open-F-Cedric_Pioline-Pete_Sampras",1,102,56,6,27,70,1,30,15,12,79,44
"48","19930912-M-US_Open-F-Cedric_Pioline-Pete_Sampras",2,70,51,12,35,43,5,22,23,17,43,34
"49","19950129-M-Australian_Open-F-Pete_Sampras-Andre_Agassi",1,139,84,28,64,69,9,61,35,16,98,68
"50","19950129-M-Australian_Open-F-Pete_Sampras-Andre_Agassi",2,118,80,10,41,75,13,30,1,1,113,79
"51","19950709-M-Wimbledon-F-Pete_Sampras-Boris_Becker",1,105,81,24,57,56,4,45,72,56,26,25
"52","19950709-M-Wimbledon-F-Pete_Sampras-Boris_Becker",2,140,84,15,63,63,4,73,107,68,18,16
"53","19950910-M-US_Open-F-Pete_Sampras-Andre_Agassi",1,121,86,25,64,60,4,57,42,31,73,55
"54","19950910-M-US_Open-F-Pete_Sampras-Andre_Agassi",2,115,77,8,38,65,0,50,1,1,109,76
"55","19960128-M-Australian_Open-F-Michael_Chang-Boris_Becker",1,111,68,11,41,61,10,40,4,0,101,68
"56","19960128-M-Australian_Open-F-Michael_Chang-Boris_Becker",2,103,69,11,39,61,10,32,63,52,33,17
"57","19960908-M-US_Open-F-Pete_Sampras-Michael_Chang",1,95,69,13,45,48,9,38,34,27,57,42
"58","19960908-M-US_Open-F-Pete_Sampras-Michael_Chang",2,74,49,11,23,37,9,28,0,0,0,0
"59","19961119-M-Tour_Finals-RR-Pete_Sampras-Andre_Agassi",1,38,32,9,26,17,5,16,19,19,19,13
"60","19961119-M-Tour_Finals-RR-Pete_Sampras-Andre_Agassi",2,43,19,1,11,19,7,17,0,0,0,0
"61","19970608-M-Roland_Garros-F-Sergi_Bruguera-Gustavo_Kuerten",1,112,59,1,19,64,9,39,0,0,0,0
"62","19970608-M-Roland_Garros-F-Sergi_Bruguera-Gustavo_Kuerten",2,83,58,4,28,39,12,32,0,0,0,0
"63","19970907-M-US_Open-F-Patrick_Rafter-Greg_Rusedski",1,105,73,6,46,48,22,35,98,71,2,2
"64","19970907-M-US_Open-F-Patrick_Rafter-Greg_Rusedski",2,123,72,9,48,76,6,41,101,60,18,12
"65","19970923-M-Grand_Slam_Cup-QF-Pete_Sampras-Jonas_Bjorkman",1,61,45,9,32,23,15,23,42,31,16,14
"66","19970923-M-Grand_Slam_Cup-QF-Pete_Sampras-Jonas_Bjorkman",2,77,49,12,32,23,29,25,39,25,32,24
"67","19971020-M-Stuttgart_Masters-R32-Pete_Sampras-Magnus_Gustafsson",1,71,44,12,36,30,11,30,36,21,33,23
"68","19971020-M-Stuttgart_Masters-R32-Pete_Sampras-Magnus_Gustafsson",2,56,34,5,24,20,10,26,2,2,48,32
"69","19971027-M-Paris_Masters-SF-Pete_Sampras-Yevgeny_Kafelnikov",1,64,41,11,25,25,4,35,24,16,35,25
"70","19971027-M-Paris_Masters-SF-Pete_Sampras-Yevgeny_Kafelnikov",2,69,38,5,15,24,22,22,0,0,0,0
"71","19971110-M-Tour_Finals-RR-Patrick_Rafter-Pete_Sampras",1,61,30,1,21,19,22,20,48,25,9,5
"72","19971110-M-Tour_Finals-RR-Patrick_Rafter-Pete_Sampras",2,40,32,6,19,18,6,16,25,21,14,11
"73","19971110-M-Tour_Finals-SF-Pete_Sampras-Jonas_Bjorkman",1,62,45,9,32,18,18,26,32,27,29,18
"74","19971110-M-Tour_Finals-SF-Pete_Sampras-Jonas_Bjorkman",2,65,37,0,15,32,14,19,29,20,33,17
"75","19980201-M-Australian_Open-F-Petr_Korda-Marcelo_Rios",1,77,52,4,25,40,4,33,2,1,71,51
"76","19980201-M-Australian_Open-F-Petr_Korda-Marcelo_Rios",2,71,33,2,22,47,2,22,2,2,65,31
"77","19980209-M-San_Jose-F-Pete_Sampras-Andre_Agassi",1,66,39,17,33,30,9,27,28,14,32,25
"78","19980209-M-San_Jose-F-Pete_Sampras-Andre_Agassi",2,52,39,2,17,30,7,15,0,0,0,0
"79","19980223-M-Philadelphia-F-Pete_Sampras-Thomas_Enqvist",1,70,50,7,32,30,20,20,32,23,36,27
"80","19980223-M-Philadelphia-F-Pete_Sampras-Thomas_Enqvist",2,62,41,13,23,27,14,21,4,3,56,38
"81","19980705-M-Wimbledon-F-Goran_Ivanisevic-Pete_Sampras",1,178,117,32,95,102,7,69,124,84,34,33
"82","19980705-M-Wimbledon-F-Goran_Ivanisevic-Pete_Sampras",2,155,112,12,82,77,3,75,133,100,14,12
"83","19980810-M-Cincinnati_Masters-SF-Yevgeny_Kafelnikov-Patrick_Rafter",1,53,27,1,13,17,20,16,0,0,0,0
"84","19980810-M-Cincinnati_Masters-SF-Yevgeny_Kafelnikov-Patrick_Rafter",2,47,37,5,27,20,16,11,35,29,12,8
"85","19980817-M-New_Haven-R32-Pete_Sampras-Lleyton_Hewitt",1,65,45,12,33,29,10,26,32,22,32,23
"86","19980817-M-New_Haven-R32-Pete_Sampras-Lleyton_Hewitt",2,58,32,4,15,34,11,13,1,1,53,31
"87","19981102-M-Paris_Masters-R32-Todd_Woodbridge-Marcelo_Rios",1,56,30,1,15,21,9,26,8,6,44,24
"88","19981102-M-Paris_Masters-R32-Todd_Woodbridge-Marcelo_Rios",2,44,32,2,21,19,4,21,5,4,38,28
"89","19981123-M-Tour_Finals-RR-Pete_Sampras-Carlos_Moya",1,60,40,13,33,27,9,24,31,21,21,19
"90","19981123-M-Tour_Finals-RR-Pete_Sampras-Carlos_Moya",2,53,28,3,15,16,25,12,21,14,26,14
"91","19981123-M-Tour_Finals-RR-Pete_Sampras-Karol_Kucera",1,38,32,5,22,12,7,19,26,23,10,9
"92","19981123-M-Tour_Finals-RR-Pete_Sampras-Karol_Kucera",2,40,20,3,8,13,12,15,0,0,0,0
"93","19990508-M-Hamburg_Masters-SF-Marcelo_Rios-Carlos_Moya",1,69,43,3,13,43,6,20,1,1,67,42
"94","19990508-M-Hamburg_Masters-SF-Marcelo_Rios-Carlos_Moya",2,81,43,0,14,33,21,26,0,0,0,0
"95","19990912-M-US_Open-F-Todd_Martin-Andre_Agassi",1,142,93,19,69,82,12,48,69,46,66,47
"96","19990912-M-US_Open-F-Todd_Martin-Andre_Agassi",2,151,106,6,63,100,10,41,2,2,145,104
"97","19991122-M-Tour_Finals-RR-Pete_Sampras-Andre_Agassi",1,50,26,5,18,21,7,22,43,25,2,1
"98","19991122-M-Tour_Finals-RR-Pete_Sampras-Andre_Agassi",2,44,34,1,21,19,8,17,1,1,41,33
"99","20000612-M-Queens_Club-QF-Bob_Bryan-Pete_Sampras",1,63,40,9,29,23,13,27,39,21,23,19
"100","20000612-M-Queens_Club-QF-Bob_Bryan-Pete_Sampras",2,46,38,6,28,14,8,24,33,29,9,9
"101","20000910-M-US_Open-F-Pete_Sampras-Marat_Safin",1,78,49,8,36,35,7,36,63,38,11,11
"102","20000910-M-US_Open-F-Pete_Sampras-Marat_Safin",2,81,60,12,33,62,3,16,1,1,79,59
"103","20001127-M-Tour_Finals-SF-Marat_Safin-Andre_Agassi",1,65,35,4,17,28,20,16,1,0,63,35
"104","20001127-M-Tour_Finals-SF-Marat_Safin-Andre_Agassi",2,65,46,5,17,36,5,24,0,0,0,0
"105","20010312-M-Indian_Wells-QF-Nicolas_Lapentti-Andre_Agassi",1,47,18,3,10,15,20,12,0,0,0,0
"106","20010312-M-Indian_Wells-QF-Nicolas_Lapentti-Andre_Agassi",2,37,26,0,14,19,3,15,1,1,35,25
"107","20010319-M-Miami_Masters-R32-Pete_Sampras-Andy_Roddick",1,70,41,8,29,35,7,28,45,26,20,15
"108","20010319-M-Miami_Masters-R32-Pete_Sampras-Andy_Roddick",2,60,47,7,31,25,18,17,4,1,52,46
"109","20010702-M-Wimbledon-R16-Roger_Federer-Pete_Sampras",1,181,128,25,99,89,28,64,88,57,87,71
"110","20010702-M-Wimbledon-R16-Roger_Federer-Pete_Sampras",2,189,127,25,98,57,21,111,112,62,68,65
"111","20010709-M-Wimbledon-F-Goran_Ivanisevic-Patrick_Rafter",1,164,111,27,85,67,12,85,116,79,32,32
"112","20010709-M-Wimbledon-F-Goran_Ivanisevic-Patrick_Rafter",2,140,97,13,76,64,19,57,116,77,20,20
"113","20010909-M-US_Open-F-Pete_Sampras-Lleyton_Hewitt",1,99,54,11,39,54,4,41,75,38,18,16
"114","20010909-M-US_Open-F-Pete_Sampras-Lleyton_Hewitt",2,77,55,7,29,50,3,24,4,2,67,52
"115","20011112-M-Masters_Cup-RR-Patrick_Rafter-Andre_Agassi",1,66,31,5,25,22,22,22,54,26,5,5
"116","20011112-M-Masters_Cup-RR-Patrick_Rafter-Andre_Agassi",2,50,32,0,12,24,9,17,0,0,0,0
"117","20020428-M-Houston-SF-Pete_Sampras-Andre_Agassi",1,67,46,11,36,37,10,20,24,16,40,30
"118","20020428-M-Houston-SF-Pete_Sampras-Andre_Agassi",2,53,30,4,21,21,6,26,0,0,0,0
"119","20020707-M-Wimbledon-F-David_Nalbandian-Lleyton_Hewitt",1,89,39,2,14,51,10,28,0,0,0,0
"120","20020707-M-Wimbledon-F-David_Nalbandian-Lleyton_Hewitt",2,79,51,5,25,53,4,22,0,0,0,0
"121","20020908-M-US_Open-F-Pete_Sampras-Andre_Agassi",1,152,104,35,86,69,1,82,95,62,44,42
"122","20020908-M-US_Open-F-Pete_Sampras-Andre_Agassi",2,125,78,7,43,72,3,50,0,0,0,0
"123","20021111-M-Masters_Cup-RR-Andre_Agassi-Jiri_Novak",1,59,32,4,14,32,3,24,0,0,0,0
"124","20021111-M-Masters_Cup-RR-Andre_Agassi-Jiri_Novak",2,58,40,7,22,19,20,19,1,1,55,39
"125","20030126-M-Australian_Open-F-Rainer_Schuettler-Andre_Agassi",1,65,28,4,12,38,2,25,1,1,60,27
"126","20030126-M-Australian_Open-F-Rainer_Schuettler-Andre_Agassi",2,58,43,7,21,24,0,34,0,0,0,0
"127","20030505-M-Rome_Masters-R64-David_Ferrer-Andre_Agassi",1,115,68,6,35,33,29,53,0,0,0,0
"128","20030505-M-Rome_Masters-R64-David_Ferrer-Andre_Agassi",2,81,55,5,31,53,4,24,0,0,0,0
"129","20030804-M-Canada_Masters-R16-Roger_Federer-Tommy_Robredo",1,55,43,4,25,25,7,23,12,11,42,32
"130","20030804-M-Canada_Masters-R16-Roger_Federer-Tommy_Robredo",2,53,35,3,18,23,11,19,3,3,50,32
"131","20030907-M-US_Open-F-Andy_Roddick-Juan_Carlos_Ferrero",1,87,68,23,48,53,6,28,11,10,74,58
"132","20030907-M-US_Open-F-Andy_Roddick-Juan_Carlos_Ferrero",2,90,57,7,34,45,6,39,1,1,88,56
"133","20031110-M-Masters_Cup-RR-Roger_Federer-Juan_Carlos_Ferrero",1,49,36,6,23,23,9,17,11,10,37,26
"134","20031110-M-Masters_Cup-RR-Roger_Federer-Juan_Carlos_Ferrero",2,53,26,5,18,20,9,24,0,0,0,0
"135","20040606-M-Roland_Garros-F-Gaston_Gaudio-Guillermo_Coria",1,149,80,2,34,85,5,59,1,0,139,80
"136","20040606-M-Roland_Garros-F-Gaston_Gaudio-Guillermo_Coria",2,135,68,5,20,81,4,50,0,0,0,0
"137","20040704-M-Wimbledon-F-Roger_Federer-Andy_Roddick",1,154,98,13,61,88,1,65,25,13,126,85
"138","20040704-M-Wimbledon-F-Roger_Federer-Andy_Roddick",2,133,81,12,49,73,3,57,15,10,113,71
"139","20040726-M-Canada_Masters-R32-Andy_Roddick-Feliciano_Lopez",1,58,48,12,36,31,7,20,14,12,44,36
"140","20040726-M-Canada_Masters-R32-Andy_Roddick-Feliciano_Lopez",2,67,43,9,20,30,12,25,11,7,55,36
"141","20041025-M-St_Petersburg-F-Karol_Beck-Mikhail_Youzhny",1,60,30,1,15,17,18,25,0,0,0,0
"142","20041025-M-St_Petersburg-F-Karol_Beck-Mikhail_Youzhny",2,38,32,4,19,15,11,12,0,0,0,0
"143","20050221-M-Dubai-SF-Roger_Federer-Andre_Agassi",1,51,36,7,26,22,10,19,2,0,46,36
"144","20050221-M-Dubai-SF-Roger_Federer-Andre_Agassi",2,41,20,1,9,19,2,20,0,0,0,0
"145","20050318-M-Indian_Wells_Masters-SF-Roger_Federer-Guillermo_Canas",1,56,35,7,19,23,10,23,3,1,51,34
"146","20050318-M-Indian_Wells_Masters-SF-Roger_Federer-Guillermo_Canas",2,47,24,2,13,21,5,21,0,0,0,0
"147","20050703-M-Wimbledon-F-Roger_Federer-Andy_Roddick",1,79,62,11,37,40,6,33,6,5,73,57
"148","20050703-M-Wimbledon-F-Roger_Federer-Andy_Roddick",2,90,55,7,36,66,5,19,14,10,75,45
"149","20050911-M-US_Open-F-Roger_Federer-Andre_Agassi",1,107,75,20,51,46,13,48,3,1,104,74
"150","20050911-M-US_Open-F-Roger_Federer-Andre_Agassi",2,131,74,6,34,70,20,41,1,1,126,73
"151","20060123-M-Australian_Open-QF-David_Nalbandian-Fabrice_Santoro",1,64,47,2,21,24,18,22,3,2,61,45
"152","20060123-M-Australian_Open-QF-David_Nalbandian-Fabrice_Santoro",2,76,33,4,16,46,12,18,18,11,57,22
"153","20060611-M-Roland_Garros-F-Roger_Federer-Rafael_Nadal",1,119,74,8,29,71,6,42,6,3,112,71
"154","20060611-M-Roland_Garros-F-Roger_Federer-Rafael_Nadal",2,111,76,3,32,53,9,49,1,1,110,75
"155","20060627-M-Wimbledon-R128-Roger_Federer-Richard_Gasquet",1,70,55,5,31,29,13,28,0,0,0,0
"156","20060627-M-Wimbledon-R128-Roger_Federer-Richard_Gasquet",2,69,38,2,20,28,6,35,0,0,0,0
"157","20070909-M-US_Open-F-Roger_Federer-Novak_Djokovic",1,105,77,11,42,47,2,56,1,1,100,76
"158","20070909-M-US_Open-F-Roger_Federer-Novak_Djokovic",2,116,74,5,41,67,6,43,1,0,108,74
"159","20071022-M-Basel-R16-Roger_Federer-Juan_Martin_Del_Potro",1,51,37,10,23,27,4,20,3,2,47,35
"160","20071022-M-Basel-R16-Roger_Federer-Juan_Martin_Del_Potro",2,46,23,1,13,14,9,23,2,1,43,22
"161","20071028-M-Basel-F-Roger_Federer-Jarkko_Nieminen",1,56,41,4,24,28,3,25,10,8,46,33
"162","20071028-M-Basel-F-Roger_Federer-Jarkko_Nieminen",2,49,33,2,17,18,9,22,1,1,47,32
"163","20071028-M-Paris_Masters-F-Rafael_Nadal-David_Nalbandian",1,47,24,1,9,13,19,15,0,0,0,0
"164","20071028-M-Paris_Masters-F-Rafael_Nadal-David_Nalbandian",2,41,34,5,21,21,3,17,0,0,0,0
"165","20071112-M-Masters_Cup-RR-Novak_Djokovic-Richard_Gasquet",1,47,21,1,8,21,10,16,2,1,43,20
"166","20071112-M-Masters_Cup-RR-Novak_Djokovic-Richard_Gasquet",2,62,38,2,14,25,13,24,1,1,59,37
"167","20071112-M-Masters_Cup-SF-Roger_Federer-Rafael_Nadal",1,48,37,11,23,19,3,26,11,8,37,29
"168","20071112-M-Masters_Cup-SF-Roger_Federer-Rafael_Nadal",2,39,23,1,11,14,8,17,1,1,37,22
"169","20080608-M-Roland_Garros-F-Roger_Federer-Rafael_Nadal",1,77,31,2,10,36,4,37,9,2,68,29
"170","20080608-M-Roland_Garros-F-Roger_Federer-Rafael_Nadal",2,61,42,0,9,27,8,25,0,0,0,0
"171","20080614-M-Queens_Club-SF-Andy_Roddick-Rafael_Nadal",1,71,47,15,32,26,15,30,1,1,67,46
"172","20080614-M-Queens_Club-SF-Andy_Roddick-Rafael_Nadal",2,61,47,7,27,19,17,25,0,0,0,0
"173","20080727-M-Canada_Masters-F-Nicolas_Kiefer-Rafael_Nadal",1,51,28,7,20,26,6,19,5,4,41,24
"174","20080727-M-Canada_Masters-F-Nicolas_Kiefer-Rafael_Nadal",2,52,38,2,15,14,19,19,0,0,0,0
"175","20080802-M-Cincinnati_Masters-SF-Novak_Djokovic-Rafael_Nadal",1,57,42,4,22,25,4,28,0,0,0,0
"176","20080802-M-Cincinnati_Masters-SF-Novak_Djokovic-Rafael_Nadal",2,45,28,2,11,13,20,12,1,1,43,27
"177","20080817-M-Olympics-F-Rafael_Nadal-Fernando_Gonzalez",1,87,69,4,33,29,35,23,1,1,83,68
"178","20080817-M-Olympics-F-Rafael_Nadal-Fernando_Gonzalez",2,107,64,9,37,34,12,61,1,0,105,64
"179","20080908-M-US_Open-F-Roger_Federer-Andy_Murray",1,81,53,3,27,41,1,39,7,3,74,50
"180","20080908-M-US_Open-F-Roger_Federer-Andy_Murray",2,81,40,3,15,48,1,32,1,1,77,39
"181","20090130-M-Australian_Open-SF-Fernando_Verdasco-Rafael_Nadal",1,212,139,20,82,102,17,93,1,0,207,139
"182","20090130-M-Australian_Open-SF-Fernando_Verdasco-Rafael_Nadal",2,173,120,14,64,45,37,91,0,0,0,0
"183","20090201-M-Australian_Open-F-Roger_Federer-Rafael_Nadal",1,172,103,11,55,91,0,81,15,12,151,91
"184","20090201-M-Australian_Open-F-Roger_Federer-Rafael_Nadal",2,175,104,4,41,74,13,88,0,0,0,0
"185","20090405-M-Miami_Masters-F-Novak_Djokovic-Andy_Murray",1,73,36,2,17,28,24,21,5,3,63,33
"186","20090405-M-Miami_Masters-F-Novak_Djokovic-Andy_Murray",2,61,40,8,17,21,20,20,0,0,0,0
"187","20090503-M-Rome_Masters-SF-Novak_Djokovic-Roger_Federer",1,100,60,3,18,52,15,33,0,0,0,0
"188","20090503-M-Rome_Masters-SF-Novak_Djokovic-Roger_Federer",2,81,46,6,24,36,4,41,0,0,0,0
"189","20090607-M-Roland_Garros-F-Robin_Soderling-Roger_Federer",1,91,55,2,28,44,14,33,0,0,0,0
"190","20090607-M-Roland_Garros-F-Robin_Soderling-Roger_Federer",2,79,62,16,41,40,5,34,0,0,0,0
"191","20090705-M-Wimbledon-F-Andy_Roddick-Roger_Federer",1,239,171,27,107,59,56,124,0,0,0,0
"192","20090705-M-Wimbledon-F-Andy_Roddick-Roger_Federer",2,197,155,50,107,85,34,78,0,0,0,0
"193","20091110-M-Paris_Masters-R32-Marat_Safin-Juan_Martin_Del_Potro",1,102,67,15,43,42,18,41,0,0,0,0
"194","20091110-M-Paris_Masters-R32-Marat_Safin-Juan_Martin_Del_Potro",2,81,62,10,41,32,13,36,0,0,0,0
"195","20091123-M-Tour_Finals-RR-Robin_Soderling-Rafael_Nadal",1,69,44,5,24,30,8,31,0,0,0,0
"196","20091123-M-Tour_Finals-RR-Robin_Soderling-Rafael_Nadal",2,58,34,5,15,23,17,18,0,0,0,0
"197","20091127-M-Tour_Finals-SF-Robin_Soderling-Juan_Martin_Del_Potro",1,103,70,16,43,44,11,48,0,0,0,0
"198","20091127-M-Tour_Finals-SF-Robin_Soderling-Juan_Martin_Del_Potro",2,98,72,14,43,41,12,45,0,0,0,0
"199","20100126-M-Australian_Open-QF-Andy_Murray-Rafael_Nadal",1,97,62,13,39,38,17,42,16,13,80,49
"200","20100126-M-Australian_Open-QF-Andy_Murray-Rafael_Nadal",2,72,40,1,20,23,24,25,3,3,68,37
"201","20100131-M-Australian_Open-F-Roger_Federer-Andy_Murray",1,112,76,11,38,44,18,50,1,1,110,75
"202","20100131-M-Australian_Open-F-Roger_Federer-Andy_Murray",2,104,64,10,25,39,15,50,0,0,0,0
"203","20100415-M-Monte_Carlo_Masters-R16-Rafael_Nadal-Michael_Berrer",1,38,29,2,10,16,14,8,0,0,0,0
"204","20100415-M-Monte_Carlo_Masters-R16-Rafael_Nadal-Michael_Berrer",2,32,10,0,4,7,15,10,1,1,30,9
"205","20100418-M-Monte_Carlo_Masters-F-Fernando_Verdasco-Rafael_Nadal",1,53,19,2,7,27,12,14,0,0,0,0
"206","20100418-M-Monte_Carlo_Masters-F-Fernando_Verdasco-Rafael_Nadal",2,45,29,2,7,7,18,20,0,0,0,0
"207","20100512-M-Madrid_Masters-R16-John_Isner-Rafael_Nadal",1,66,44,10,32,33,10,23,9,5,57,39
"208","20100512-M-Madrid_Masters-R16-John_Isner-Rafael_Nadal",2,52,44,1,25,20,14,18,0,0,0,0
"209","20100606-M-Roland_Garros-F-Robin_Soderling-Rafael_Nadal",1,91,55,7,32,42,5,44,0,0,0,0
"210","20100606-M-Roland_Garros-F-Robin_Soderling-Rafael_Nadal",2,90,64,7,29,42,16,32,0,0,0,0
"211","20100704-M-Wimbledon-F-Tomas_Berdych-Rafael_Nadal",1,81,54,13,31,47,2,32,0,0,0,0
"212","20100704-M-Wimbledon-F-Tomas_Berdych-Rafael_Nadal",2,90,66,5,37,40,7,43,0,0,0,0
"213","20100912-M-US_Open-F-Novak_Djokovic-Rafael_Nadal",1,143,83,5,32,45,54,44,3,2,136,81
"214","20100912-M-US_Open-F-Novak_Djokovic-Rafael_Nadal",2,112,76,8,41,44,45,23,0,0,0,0
"215","20101010-M-Shanghai_Masters-QF-Robin_Soderling-Roger_Federer",1,45,17,3,10,12,11,22,2,1,40,16
"216","20101010-M-Shanghai_Masters-QF-Robin_Soderling-Roger_Federer",2,39,28,5,20,19,8,12,1,1,36,27
"217","20110102-M-Brisbane-R16-Robin_Soderling-Michael_Berrer",1,74,53,8,30,19,20,35,2,2,71,51
"218","20110102-M-Brisbane-R16-Robin_Soderling-Michael_Berrer",2,67,45,8,24,25,16,26,3,1,63,44
"219","20110118-M-Australian_Open-R128-David_Nalbandian-Lleyton_Hewitt",1,210,125,6,47,113,31,66,3,3,201,122
"220","20110118-M-Australian_Open-R128-David_Nalbandian-Lleyton_Hewitt",2,176,108,10,54,116,22,38,0,0,0,0
"221","20110130-M-Australian_Open-F-Novak_Djokovic-Andy_Murray",1,75,50,6,18,35,17,23,0,0,0,0
"222","20110130-M-Australian_Open-F-Novak_Djokovic-Andy_Murray",2,109,53,6,29,38,35,36,0,0,0,0
"223","20110221-M-Dubai-F-Roger_Federer-Novak_Djokovic",1,58,31,5,21,23,12,23,2,1,55,30
"224","20110221-M-Dubai-F-Roger_Federer-Novak_Djokovic",2,49,36,5,21,22,11,16,1,1,48,35
"225","20110310-M-Indian_Wells_Masters-QF-Richard_Gasquet-Novak_Djokovic",1,72,35,2,7,25,14,33,3,2,67,33
