"","match_id","player","pts","ptsWon","aces","ptsWonLte3Shots","wide","body","t","snvPts","snvPtsWon","nonSnvPts","nonSnvPtsWon"
"1155","20151122-M-Tour_Finals-F-Roger_Federer-Novak_Djokovic",1,59,36,6,19,26,9,24,0,0,0,0
"1156","20151122-M-Tour_Finals-F-Roger_Federer-Novak_Djokovic",2,56,39,4,20,23,9,24,0,0,0,0
"1157","20151123-M-Andria_CH-R32-Adrien_Bossel-Dudi_Sela",1,42,18,1,11,10,7,25,0,0,0,0
"1158","20151123-M-Andria_CH-R32-Adrien_Bossel-Dudi_Sela",2,36,28,1,11,21,5,10,0,0,0,0
"1159","20151123-M-Toyota_CH-R32-Makoto_Ochi-Konstantin_Kravchuk",1,69,36,2,24,31,14,24,0,0,0,0
"1160","20151123-M-Toyota_CH-R32-Makoto_Ochi-Konstantin_Kravchuk",2,34,32,6,26,10,2,22,5,5,29,27
"1161","20151123-M-Toyota_CH-R32-Sho_Katayama-Gavin_Van_Peperzeel",1,46,37,4,23,14,12,20,0,0,0,0
"1162","20151123-M-Toyota_CH-R32-Sho_Katayama-Gavin_Van_Peperzeel",2,53,30,3,23,24,7,22,23,11,25,19
"1163","20160104-M-Bangkok_CH-R32-Nattan_Benjasupawan-Konstantin_Kravchuk",1,39,12,0,4,12,15,12,0,0,0,0
"1164","20160104-M-Bangkok_CH-R32-Nattan_Benjasupawan-Konstantin_Kravchuk",2,35,27,6,21,15,6,14,6,4,29,23
"1165","20160104-M-Doha-R32-Novak_Djokovic-Dustin_Brown",1,40,30,2,17,22,2,16,0,0,0,0
"1166","20160104-M-Doha-R32-Novak_Djokovic-Dustin_Brown",2,54,25,0,12,15,16,23,3,3,46,22
"1167","20160104-M-Hopman_Cup-RR-Jack_Sock-Alexandr_Dolgopolov",1,44,26,4,20,12,12,18,1,0,38,26
"1168","20160104-M-Hopman_Cup-RR-Jack_Sock-Alexandr_Dolgopolov",2,50,37,4,26,28,7,15,0,0,0,0
"1169","20160106-M-Doha-R16-Rafael_Nadal-Robin_Haase",1,53,39,1,20,15,20,18,0,0,0,0
"1170","20160106-M-Doha-R16-Rafael_Nadal-Robin_Haase",2,47,25,8,18,21,8,17,5,3,42,22
"1171","20160108-M-Brisbane-QF-Lucas_Pouille-Milos_Raonic",1,73,42,6,24,30,19,24,6,4,63,38
"1172","20160108-M-Brisbane-QF-Lucas_Pouille-Milos_Raonic",2,52,39,11,29,23,13,16,4,4,44,35
"1173","20160108-M-Doha-SF-Rafael_Nadal-Illya_Marchenko",1,53,41,6,23,19,15,19,0,0,0,0
"1174","20160108-M-Doha-SF-Rafael_Nadal-Illya_Marchenko",2,54,34,6,18,23,9,22,0,0,0,0
"1175","20160109-M-Brisbane-SF-Milos_Raonic-Bernard_Tomic",1,79,59,13,45,28,27,24,13,7,63,52
"1176","20160109-M-Brisbane-SF-Milos_Raonic-Bernard_Tomic",2,84,57,10,37,31,14,39,0,0,0,0
"1177","20160109-M-Brisbane-SF-Roger_Federer-Dominic_Thiem",1,49,35,6,24,20,10,19,5,1,44,34
"1178","20160109-M-Brisbane-SF-Roger_Federer-Dominic_Thiem",2,55,27,2,14,20,12,23,0,0,0,0
"1179","20160109-M-Doha-SF-Novak_Djokovic-Tomas_Berdych",1,69,48,3,24,34,11,24,0,0,0,0
"1180","20160109-M-Doha-SF-Novak_Djokovic-Tomas_Berdych",2,58,35,1,15,21,20,17,0,0,0,0
"1181","20160110-M-Brisbane-F-Roger_Federer-Milos_Raonic",1,60,39,7,23,23,14,23,3,2,55,37
"1182","20160110-M-Brisbane-F-Roger_Federer-Milos_Raonic",2,60,42,6,19,23,22,15,8,4,46,38
"1183","20160110-M-Doha-F-Novak_Djokovic-Rafael_Nadal",1,44,34,4,15,20,6,18,1,1,42,33
"1184","20160110-M-Doha-F-Novak_Djokovic-Rafael_Nadal",2,43,20,3,7,13,19,11,0,0,0,0
"1185","20160116-M-Chennai-F-Stan_Wawrinka-Borna_Coric",1,69,52,15,38,44,5,20,5,4,61,48
"1186","20160116-M-Chennai-F-Stan_Wawrinka-Borna_Coric",2,63,39,2,19,28,6,29,7,5,55,34
"1187","20160116-M-Sydney-F-Viktor_Troicki-Grigor_Dimitrov",1,109,64,9,31,49,29,31,0,0,0,0
"1188","20160116-M-Sydney-F-Viktor_Troicki-Grigor_Dimitrov",2,83,46,4,15,28,36,19,0,0,0,0
"1189","20160118-M-Manila_CH-R32-Ruben_Gonzales-Igor_Sijsling",1,40,19,6,16,14,11,15,24,11,16,8
"1190","20160118-M-Manila_CH-R32-Ruben_Gonzales-Igor_Sijsling",2,37,32,8,21,20,10,7,0,0,0,0
"1191","20160122-M-Australian_Open-R32-Gilles_Simon-Federico_Delbonis",1,66,49,5,26,29,8,29,1,0,64,49
"1192","20160122-M-Australian_Open-R32-Gilles_Simon-Federico_Delbonis",2,79,41,6,22,28,19,32,0,0,0,0
"1193","20160124-M-Australian_Open-R16-Novak_Djokovic-Gilles_Simon",1,175,112,10,58,76,30,69,1,1,173,111
"1194","20160124-M-Australian_Open-R16-Novak_Djokovic-Gilles_Simon",2,191,111,2,32,75,57,59,0,0,0,0
"1195","20160125-M-Australian_Open-R16-Stan_Wawrinka-Milos_Raonic",1,171,107,10,60,66,29,76,6,5,156,102
"1196","20160125-M-Australian_Open-R16-Stan_Wawrinka-Milos_Raonic",2,149,103,24,71,63,41,45,37,22,106,81
"1197","20160126-M-Australian_Open-QF-Novak_Djokovic-Kei_Nishikori",1,89,58,6,31,32,25,32,0,0,0,0
"1198","20160126-M-Australian_Open-QF-Novak_Djokovic-Kei_Nishikori",2,84,43,9,27,22,27,35,0,0,0,0
"1199","20160127-M-Australian_Open-QF-Milos_Raonic-Gael_Monfils",1,101,76,10,54,35,33,33,9,5,88,71
"1200","20160127-M-Australian_Open-QF-Milos_Raonic-Gael_Monfils",2,107,72,14,48,38,20,49,4,3,97,69
"1201","20160128-M-Australian_Open-SF-Novak_Djokovic-Roger_Federer",1,97,71,10,37,29,24,44,0,0,0,0
"1202","20160128-M-Australian_Open-SF-Novak_Djokovic-Roger_Federer",2,100,56,5,35,31,22,47,15,9,84,47
"1203","20160128-M-Maui_CH-R16-Michael_Mmoh-Kyle_Edmund",1,44,13,1,7,20,13,11,1,0,36,13
"1204","20160128-M-Maui_CH-R16-Michael_Mmoh-Kyle_Edmund",2,32,22,2,13,15,3,14,0,0,0,0
"1205","20160129-M-Australian_Open-SF-Andy_Murray-Milos_Raonic",1,146,110,10,55,52,28,66,0,0,0,0
"1206","20160129-M-Australian_Open-SF-Andy_Murray-Milos_Raonic",2,172,113,23,71,55,59,58,15,9,149,104
"1207","20160131-M-Australian_Open-F-Novak_Djokovic-Andy_Murray",1,111,74,7,31,43,25,43,0,0,0,0
"1208","20160131-M-Australian_Open-F-Novak_Djokovic-Andy_Murray",2,111,62,12,31,52,19,40,0,0,0,0
"1209","20160202-M-Quito-R32-Guido_Pella-Victor_Estrella",1,64,42,6,27,24,12,28,4,2,56,40
"1210","20160202-M-Quito-R32-Guido_Pella-Victor_Estrella",2,59,42,3,26,19,14,26,0,0,0,0
"1211","20160202-M-Sofia-R32-Marius_Copil-Hyeon_Chung",1,45,36,7,22,18,6,21,18,16,24,20
"1212","20160202-M-Sofia-R32-Marius_Copil-Hyeon_Chung",2,51,28,1,9,24,9,18,0,0,0,0
"1213","20160205-M-Quito-QF-Bernard_Tomic-Paolo_Lorenzi",1,100,69,8,42,60,9,31,6,4,90,65
"1214","20160205-M-Quito-QF-Bernard_Tomic-Paolo_Lorenzi",2,106,79,25,56,49,20,37,0,0,0,0
"1215","20160206-M-Sofia-SF-Roberto_Bautista_Agut-Gilles_Muller",1,68,51,3,25,23,15,30,0,0,0,0
"1216","20160206-M-Sofia-SF-Roberto_Bautista_Agut-Gilles_Muller",2,77,53,9,31,31,8,38,26,20,49,33
"1217","20160208-M-Rotterdam-R32-Thiemo_De_Bakker-Borna_Coric",1,112,74,14,49,45,16,51,23,17,89,57
"1218","20160208-M-Rotterdam-R32-Thiemo_De_Bakker-Borna_Coric",2,106,75,14,43,50,10,46,4,4,101,71
"1219","20160213-M-Buenos_Aires-SF-Rafael_Nadal-Dominic_Thiem",1,107,68,2,28,42,29,36,1,1,103,67
"1220","20160213-M-Buenos_Aires-SF-Rafael_Nadal-Dominic_Thiem",2,112,73,9,38,57,18,37,4,4,107,69
"1221","20160218-M-Rio_de_Janeiro-R16-Inigo_Cervantes_Huegun-Alexandr_Dolgopolov",1,69,39,4,24,22,9,38,0,0,0,0
"1222","20160218-M-Rio_de_Janeiro-R16-Inigo_Cervantes_Huegun-Alexandr_Dolgopolov",2,70,49,4,29,42,9,19,1,0,67,49
"1223","20160219-M-Marseille-QF-Richard_Gasquet-Nick_Kyrgios",1,55,28,1,11,28,9,18,0,0,0,0
"1224","20160219-M-Marseille-QF-Richard_Gasquet-Nick_Kyrgios",2,38,32,17,25,18,4,16,0,0,0,0
"1225","20160219-M-Wroclaw_CH-QF-Albano_Olivetti-Dustin_Brown",1,61,35,12,26,24,14,23,37,22,13,13
"1226","20160219-M-Wroclaw_CH-QF-Albano_Olivetti-Dustin_Brown",2,44,36,15,32,19,3,22,24,19,17,17
"1227","20160220-M-Marseille-SF-Tomas_Berdych-Nick_Kyrgios",1,62,33,6,21,21,11,30,0,0,0,0
"1228","20160220-M-Marseille-SF-Tomas_Berdych-Nick_Kyrgios",2,43,36,15,27,18,7,18,1,0,42,36
"1229","20160220-M-Rio_de_Janeiro-SF-Dominic_Thiem-Guido_Pella",1,67,35,3,15,23,13,31,2,1,62,34
"1230","20160220-M-Rio_de_Janeiro-SF-Dominic_Thiem-Guido_Pella",2,48,35,2,18,20,5,23,0,0,0,0
"1231","20160223-M-Cherbourg_CH-R32-Jurgen_Zopp-Jordan_Thompson",1,46,20,0,8,18,11,17,0,0,0,0
"1232","20160223-M-Cherbourg_CH-R32-Jurgen_Zopp-Jordan_Thompson",2,44,32,7,24,16,14,14,0,0,0,0
"1233","20160225-M-Cherbourg_CH-R16-Ramkumar_Ramanathan-Adam_Pavlasek",1,60,32,4,14,26,10,24,6,6,52,26
"1234","20160225-M-Cherbourg_CH-R16-Ramkumar_Ramanathan-Adam_Pavlasek",2,47,36,4,18,18,6,23,3,3,44,33
"1235","20160227-M-Cherbourg_CH-SF-Jordan_Thompson-Vincent_Millot",1,50,36,9,23,20,9,21,2,1,48,35
"1236","20160227-M-Cherbourg_CH-SF-Jordan_Thompson-Vincent_Millot",2,50,27,1,16,15,10,25,0,0,0,0
"1237","20160304-M-Quimper_CH-QF-Paul_Henri_Mathieu-Igor_Sijsling",1,37,23,5,13,20,6,11,0,0,0,0
"1238","20160304-M-Quimper_CH-QF-Paul_Henri_Mathieu-Igor_Sijsling",2,49,27,4,16,21,16,12,13,7,35,20
"1239","20160307-M-Puebla_CH-Q3-Fernando_Romboli-Stefano_Napolitano",1,46,27,2,18,14,14,18,37,23,4,4
"1240","20160307-M-Puebla_CH-Q3-Fernando_Romboli-Stefano_Napolitano",2,54,41,4,23,16,22,16,1,1,51,40
"1241","20160310-M-Indian_Wells_Masters-R128-Damir_Dzumhur-Marcel_Granollers",1,52,19,0,8,29,5,18,4,3,44,16
"1242","20160310-M-Indian_Wells_Masters-R128-Damir_Dzumhur-Marcel_Granollers",2,46,30,3,17,14,12,20,5,3,39,27
"1243","20160310-M-Indian_Wells_Masters-R128-Pablo_Carreno_Busta-Evgeny_Donskoy",1,57,42,10,28,22,19,16,0,0,0,0
"1244","20160310-M-Indian_Wells_Masters-R128-Pablo_Carreno_Busta-Evgeny_Donskoy",2,49,32,7,23,21,9,19,0,0,0,0
"1245","20160310-M-Puebla_CH-R16-Dennis_Novak-Agustin_Velotti",1,62,28,2,11,22,16,24,0,0,0,0
"1246","20160310-M-Puebla_CH-R16-Dennis_Novak-Agustin_Velotti",2,45,32,4,17,24,11,10,0,0,0,0
"1247","20160312-M-Indian_Wells_Masters-R64-Jeremy_Chardy-Andrey_Kuznetsov",1,56,30,6,24,27,9,20,0,0,0,0
"1248","20160312-M-Indian_Wells_Masters-R64-Jeremy_Chardy-Andrey_Kuznetsov",2,57,38,4,24,21,12,24,0,0,0,0
"1249","20160312-M-Indian_Wells_Masters-R64-Milos_Raonic-Inigo_Cervantes_Huegun",1,38,29,6,22,23,5,10,11,7,27,22
"1250","20160312-M-Indian_Wells_Masters-R64-Milos_Raonic-Inigo_Cervantes_Huegun",2,49,23,2,9,11,4,34,0,0,0,0
"1251","20160312-M-Indian_Wells_Masters-R64-Stan_Wawrinka-Illya_Marchenko",1,50,37,2,21,23,3,24,7,4,43,33
"1252","20160312-M-Indian_Wells_Masters-R64-Stan_Wawrinka-Illya_Marchenko",2,62,32,2,18,14,24,24,0,0,0,0
"1253","20160315-M-Indian_Wells_Masters-R32-Gilles_Simon-Alexander_Zverev",1,45,21,0,8,12,13,20,0,0,0,0
"1254","20160315-M-Indian_Wells_Masters-R32-Gilles_Simon-Alexander_Zverev",2,44,31,4,13,15,13,16,0,0,0,0
"1255","20160316-M-Indian_Wells_Masters-R16-Jo_Wilfried_Tsonga-Dominic_Thiem",1,52,39,12,25,22,13,17,2,2,46,37
"1256","20160316-M-Indian_Wells_Masters-R16-Jo_Wilfried_Tsonga-Dominic_Thiem",2,50,27,1,14,25,4,21,1,1,45,26
"1257","20160317-M-Indian_Wells_Masters-QF-Marin_Cilic-David_Goffin",1,70,40,10,31,26,15,29,0,0,0,0
"1258","20160317-M-Indian_Wells_Masters-QF-Marin_Cilic-David_Goffin",2,83,53,7,32,32,22,29,0,0,0,0
"1259","20160319-M-Indian_Wells_Masters-SF-Rafael_Nadal-Novak_Djokovic",1,93,51,2,24,25,39,29,0,0,0,0
"1260","20160319-M-Indian_Wells_Masters-SF-Rafael_Nadal-Novak_Djokovic",2,60,41,2,19,33,7,20,0,0,0,0
"1261","20160320-M-Indian_Wells_Masters-F-Milos_Raonic-Novak_Djokovic",1,60,26,4,17,26,17,17,3,2,55,24
"1262","20160320-M-Indian_Wells_Masters-F-Milos_Raonic-Novak_Djokovic",2,41,30,2,17,20,8,13,0,0,0,0
"1263","20160323-M-Guadalajara_CH-R16-Dennis_Novikov-Eduardo_Struvay",1,57,40,5,27,22,14,21,0,0,0,0
"1264","20160323-M-Guadalajara_CH-R16-Dennis_Novikov-Eduardo_Struvay",2,54,31,7,24,15,9,30,20,9,27,22
"1265","20160326-M-San_Luis_Potosi_CH-SF-Marcelo_Arevalo-Federico_Gaio",1,51,38,4,23,20,9,22,3,2,47,36
"1266","20160326-M-San_Luis_Potosi_CH-SF-Marcelo_Arevalo-Federico_Gaio",2,45,24,0,18,13,19,13,0,0,0,0
"1267","20160327-M-Miami_Masters-R32-Richard_Gasquet-Benoit_Paire",1,42,32,1,10,18,11,13,0,0,0,0
"1268","20160327-M-Miami_Masters-R32-Richard_Gasquet-Benoit_Paire",2,45,22,2,9,19,9,17,4,2,38,20
"1269","20160327-M-Miami_Masters-R32-Tomas_Berdych-Steve_Johnson",1,112,80,14,43,52,31,28,1,1,107,79
"1270","20160327-M-Miami_Masters-R32-Tomas_Berdych-Steve_Johnson",2,101,66,15,42,39,37,25,1,1,94,65
"1271","20160327-M-Miami_Masters-R32-Viktor_Troicki-David_Goffin",1,42,17,5,8,16,10,16,1,0,40,17
"1272","20160327-M-Miami_Masters-R32-Viktor_Troicki-David_Goffin",2,43,31,1,14,11,12,20,0,0,0,0
"1273","20160328-M-Miami_Masters-QF-Milos_Raonic-Nick_Kyrgios",1,74,51,4,26,25,27,22,2,1,69,50
"1274","20160328-M-Miami_Masters-QF-Milos_Raonic-Nick_Kyrgios",2,81,58,8,33,30,20,31,0,0,0,0
"1275","20160328-M-Miami_Masters-R16-Roberto_Bautista_Agut-Jo_Wilfried_Tsonga",1,100,68,1,37,51,8,41,1,1,95,67
"1276","20160328-M-Miami_Masters-R16-Roberto_Bautista_Agut-Jo_Wilfried_Tsonga",2,96,63,9,31,40,23,33,1,0,91,63
"1277","20050507-M-Rome_Masters-SF-Andre_Agassi-Guillermo_Coria",1,76,37,3,16,35,8,33,0,0,0,0
"1278","20050507-M-Rome_Masters-SF-Andre_Agassi-Guillermo_Coria",2,68,43,3,16,22,21,25,0,0,0,0
"1279","20160216-M-Delray_Beach-R32-Juan_Martin_Del_Potro-Denis_Kudla",1,45,35,5,17,19,4,22,0,0,0,0
"1280","20160216-M-Delray_Beach-R32-Juan_Martin_Del_Potro-Denis_Kudla",2,41,26,2,13,19,4,18,0,0,0,0
"1281","20160403-M-Miami_Masters-F-Novak_Djokovic-Kei_Nishikori",1,43,31,0,14,20,8,15,0,0,0,0
"1282","20160403-M-Miami_Masters-F-Novak_Djokovic-Kei_Nishikori",2,66,32,0,15,24,23,19,0,0,0,0
"1283","20160219-M-Delray_Beach-QF-Juan_Martin_Del_Potro-Jeremy_Chardy",1,58,36,5,17,23,10,25,0,0,0,0
"1284","20160219-M-Delray_Beach-QF-Juan_Martin_Del_Potro-Jeremy_Chardy",2,53,27,3,18,18,14,21,0,0,0,0
"1285","19800608-M-Roland_Garros-F-Vitas_Gerulaitis-Bjorn_Borg",1,83,39,0,18,33,14,36,48,28,32,11
"1286","19800608-M-Roland_Garros-F-Vitas_Gerulaitis-Bjorn_Borg",2,74,47,0,12,43,11,20,0,0,0,0
"1287","19780611-M-Roland_Garros-F-Bjorn_Borg-Guillermo_Vilas",1,65,43,0,6,35,12,18,0,0,0,0
"1288","19780611-M-Roland_Garros-F-Bjorn_Borg-Guillermo_Vilas",2,61,25,0,5,23,18,20,6,5,50,20
"1289","19831211-M-Australian_Open-F-Mats_Wilander-Ivan_Lendl",1,82,57,8,34,40,14,28,37,29,44,28
"1290","19831211-M-Australian_Open-F-Mats_Wilander-Ivan_Lendl",2,92,51,9,26,57,11,24,30,12,56,39
"1291","19840708-M-Wimbledon-F-John_Mcenroe-Jimmy_Connors",1,48,39,9,29,24,4,20,48,39,0,0
"1292","19840708-M-Wimbledon-F-John_Mcenroe-Jimmy_Connors",2,60,26,0,18,23,2,35,38,19,17,7
"1293","20160409-M-Houston-SF-John_Isner-Jack_Sock",1,59,40,14,36,25,8,26,7,5,51,35
"1294","20160409-M-Houston-SF-John_Isner-Jack_Sock",2,69,51,7,30,21,10,38,1,1,67,50
"1295","20000130-M-Australian_Open-F-Yevgeny_Kafelnikov-Andre_Agassi",1,120,71,14,39,66,17,37,4,3,107,68
"1296","20000130-M-Australian_Open-F-Yevgeny_Kafelnikov-Andre_Agassi",2,114,75,9,39,68,2,44,0,0,0,0
"1297","20160410-M-Marrakech-F-Federico_Delbonis-Borna_Coric",1,63,43,4,27,24,19,20,0,0,0,0
"1298","20160410-M-Marrakech-F-Federico_Delbonis-Borna_Coric",2,60,35,3,16,24,12,24,3,2,56,33
"1299","20160326-M-San_Luis_Potosi_CH-SF-Albert_Montanes-Pedja_Krstin",1,48,26,5,19,26,4,18,0,0,0,0
"1300","20160326-M-San_Luis_Potosi_CH-SF-Albert_Montanes-Pedja_Krstin",2,62,39,4,15,21,5,36,0,0,0,0
"1301","20160412-M-Monte_Carlo_Masters-R64-Joao_Sousa-Ivo_Karlovic",1,70,53,3,32,31,11,28,0,0,0,0
"1302","20160412-M-Monte_Carlo_Masters-R64-Joao_Sousa-Ivo_Karlovic",2,73,46,14,39,28,11,34,37,21,29,25
"1303","20130811-M-Canada_Masters-F-Milos_Raonic-Rafael_Nadal",1,46,24,4,17,23,7,16,2,0,41,24
"1304","20130811-M-Canada_Masters-F-Milos_Raonic-Rafael_Nadal",2,40,33,4,20,10,15,15,0,0,0,0
"1305","20160413-M-Monte_Carlo_Masters-R32-Novak_Djokovic-Jiri_Vesely",1,92,58,3,21,37,14,41,1,1,88,57
"1306","20160413-M-Monte_Carlo_Masters-R32-Novak_Djokovic-Jiri_Vesely",2,76,50,4,25,29,21,26,0,0,0,0
"1307","20160415-M-Gwangju_CH-QF-Grega_Zemlja-Matt_Reid",1,46,34,9,23,23,6,17,0,0,0,0
"1308","20160415-M-Gwangju_CH-QF-Grega_Zemlja-Matt_Reid",2,36,16,3,13,17,4,15,3,0,30,16
"1309","20050130-M-Australian_Open-F-Lleyton_Hewitt-Marat_Safin",1,123,76,7,40,63,26,34,0,0,0,0
"1310","20050130-M-Australian_Open-F-Lleyton_Hewitt-Marat_Safin",2,110,73,18,43,44,12,54,1,0,108,73
"1311","20160416-M-Monte_Carlo_Masters-SF-Jo_Wilfried_Tsonga-Gael_Monfils",1,57,25,2,13,31,6,20,1,1,54,24
"1312","20160416-M-Monte_Carlo_Masters-SF-Jo_Wilfried_Tsonga-Gael_Monfils",2,49,29,3,11,27,4,18,0,0,0,0
"1313","20050505-M-Rome_Masters-R16-Andy_Roddick-Fernando_Verdasco",1,121,74,12,47,37,38,46,0,0,0,0
"1314","20050505-M-Rome_Masters-R16-Andy_Roddick-Fernando_Verdasco",2,118,78,13,40,47,26,45,0,0,0,0
"1315","19940130-M-Australian_Open-F-Pete_Sampras-Todd_Martin",1,108,73,13,45,53,6,49,59,46,42,27
"1316","19940130-M-Australian_Open-F-Pete_Sampras-Todd_Martin",2,110,65,6,33,50,22,37,44,27,62,38
"1317","20160420-M-Savannah_CH-R16-Tennys_Sandgren-Gerald_Melzer",1,47,23,5,11,25,4,18,0,0,0,0
"1318","20160420-M-Savannah_CH-R16-Tennys_Sandgren-Gerald_Melzer",2,47,34,3,16,20,5,20,1,1,45,33
"1319","19950611-M-Roland_Garros-F-Michael_Chang-Thomas_Muster",1,85,48,3,15,72,2,11,2,2,82,46
"1320","19950611-M-Roland_Garros-F-Michael_Chang-Thomas_Muster",2,83,54,2,15,40,14,29,1,1,79,53
"1321","20091122-M-Tour_Finals-RR-Andy_Murray-Roger_Federer",1,101,54,9,33,40,19,42,0,0,0,0
"1322","20091122-M-Tour_Finals-RR-Andy_Murray-Roger_Federer",2,67,46,6,29,28,11,28,4,3,62,43
"1323","20160421-M-Barcelona-R16-Feliciano_Lopez-Philipp_Kohlschreiber",1,121,72,6,41,67,10,44,18,7,103,65
"1324","20160421-M-Barcelona-R16-Feliciano_Lopez-Philipp_Kohlschreiber",2,106,71,10,32,51,22,33,0,0,0,0
"1325","20120802-M-Olympics-QF-John_Isner-Roger_Federer",1,68,49,8,35,24,19,25,1,1,66,48
"1326","20120802-M-Olympics-QF-John_Isner-Roger_Federer",2,73,53,3,30,22,24,27,2,2,70,51
"1327","20160425-M-Bucharest-F-Fernando_Verdasco-Lucas_Pouille",1,69,46,4,19,33,13,23,0,0,0,0
"1328","20160425-M-Bucharest-F-Fernando_Verdasco-Lucas_Pouille",2,48,26,4,16,16,7,25,1,0,45,26
"1329","19970126-M-Australian_Open-F-Pete_Sampras-Carlos_Moya",1,69,51,12,39,27,1,41,39,30,28,21
"1330","19970126-M-Australian_Open-F-Pete_Sampras-Carlos_Moya",2,76,40,2,25,43,11,22,1,0,72,40
"1331","19851208-M-Australian_Open-F-Stefan_Edberg-Mats_Wilander",1,74,57,5,43,42,2,30,55,42,17,15
"1332","19851208-M-Australian_Open-F-Stefan_Edberg-Mats_Wilander",2,96,58,10,34,63,3,30,38,25,56,33
"1333","19830703-M-Wimbledon-F-Chris_Lewis-John_Mcenroe",1,67,34,1,15,34,7,26,63,32,2,2
"1334","19830703-M-Wimbledon-F-Chris_Lewis-John_Mcenroe",2,57,48,0,27,34,8,15,56,48,0,0
"1335","19880605-M-Roland_Garros-F-Mats_Wilander-Henri_Leconte",1,73,51,1,16,43,6,23,0,0,0,0
"1336","19880605-M-Roland_Garros-F-Mats_Wilander-Henri_Leconte",2,74,35,1,17,40,6,28,27,12,44,23
"1337","20101015-M-Shanghai_Masters-SF-Novak_Djokovic-Roger_Federer",1,75,45,4,17,33,15,27,0,0,0,0
"1338","20101015-M-Shanghai_Masters-SF-Novak_Djokovic-Roger_Federer",2,73,49,7,21,34,12,27,0,0,0,0
"1339","20160427-M-Istanbul-R32-Teymuraz_Gabashvili-Damir_Dzumhur",1,68,34,1,10,29,13,26,0,0,0,0
"1340","20160427-M-Istanbul-R32-Teymuraz_Gabashvili-Damir_Dzumhur",2,51,34,0,16,32,1,18,0,0,0,0
"1341","20101121-M-Tour_Finals-RR-Novak_Djokovic-Andy_Roddick",1,51,38,5,21,24,10,17,1,1,50,37
"1342","20101121-M-Tour_Finals-RR-Novak_Djokovic-Andy_Roddick",2,42,26,3,17,16,4,22,0,0,0,0
"1343","20091122-M-Tour_Finals-RR-Robin_Soderling-Nikolay_Davydenko",1,89,63,11,41,42,10,37,0,0,0,0
"1344","20091122-M-Tour_Finals-RR-Robin_Soderling-Nikolay_Davydenko",2,85,66,9,32,46,11,28,0,0,0,0
"1345","20010508-M-Rome_Masters-R32-Roger_Federer-Marat_Safin",1,137,83,6,41,61,20,56,6,3,125,80
"1346","20010508-M-Rome_Masters-R32-Roger_Federer-Marat_Safin",2,118,72,4,28,35,11,72,0,0,0,0
"1347","19870914-M-US_Open-F-Ivan_Lendl-Mats_Wilander",1,158,97,12,44,100,17,41,20,18,132,79
"1348","19870914-M-US_Open-F-Ivan_Lendl-Mats_Wilander",2,140,77,2,37,72,7,61,51,27,86,50
"1349","20160502-M-Karshi_CH-R32-Pavel_Tsoy-Nikola_Milojevic",1,55,26,0,16,24,15,16,2,1,51,25
"1350","20160502-M-Karshi_CH-R32-Pavel_Tsoy-Nikola_Milojevic",2,37,32,7,20,16,7,14,0,0,0,0
"1351","20160501-M-Munich-F-Dominic_Thiem-Philipp_Kohlschreiber",1,126,73,8,49,69,7,50,7,6,116,67
"1352","20160501-M-Munich-F-Dominic_Thiem-Philipp_Kohlschreiber",2,109,68,4,25,50,17,42,0,0,0,0
"1353","20111009-M-Tokyo-F-Rafael_Nadal-Andy_Murray",1,77,40,3,13,27,20,30,0,0,0,0
"1354","20111009-M-Tokyo-F-Rafael_Nadal-Andy_Murray",2,64,47,6,19,23,12,29,2,0,61,47
"1355","20160505-M-Madrid-R16-Richard_Gasquet-Kei_Nishikori",1,76,41,3,19,33,11,32,0,0,0,0
"1356","20160505-M-Madrid-R16-Richard_Gasquet-Kei_Nishikori",2,62,41,1,11,25,14,23,2,2,59,39
"1357","20101126-M-Tour_Finals-SF-Roger_Federer-Novak_Djokovic",1,55,38,5,23,25,10,20,4,3,50,35
"1358","20101126-M-Tour_Finals-SF-Roger_Federer-Novak_Djokovic",2,57,29,2,12,24,9,24,0,0,0,0
"1359","19830911-M-US_Open-F-Jimmy_Connors-Ivan_Lendl",1,114,67,6,31,63,8,43,6,3,104,64
"1360","19830911-M-US_Open-F-Jimmy_Connors-Ivan_Lendl",2,151,76,16,30,96,16,39,3,2,144,74
"1361","20160509-M-Seoul_CH-R32-Ho_Gi_Kang-Yuichi_Sugita",1,45,18,0,3,18,10,17,1,0,42,18
"1362","20160509-M-Seoul_CH-R32-Ho_Gi_Kang-Yuichi_Sugita",2,38,29,4,15,10,6,22,0,0,0,0
"1363","20120730-M-Olympics-R32-Juan_Martin_Del_Potro-Andreas_Seppi",1,76,52,6,28,20,22,34,0,0,0,0
"1364","20120730-M-Olympics-R32-Juan_Martin_Del_Potro-Andreas_Seppi",2,76,46,6,26,32,10,34,0,0,0,0
"1365","20110513-M-Rome_Masters-SF-Novak_Djokovic-Andy_Murray",1,96,58,4,14,43,22,31,0,0,0,0
"1366","20110513-M-Rome_Masters-SF-Novak_Djokovic-Andy_Murray",2,98,53,6,24,47,15,36,4,3,90,50
"1367","20120812-M-Canada_Masters-F-Novak_Djokovic-Richard_Gasquet",1,46,38,5,12,16,9,21,0,0,0,0
"1368","20120812-M-Canada_Masters-F-Novak_Djokovic-Richard_Gasquet",2,42,24,3,17,23,3,16,1,0,40,24
