"","match_id","date","player1","player2","tournament","court","surface"
"546","20200301-M-Pau_CH-F-Ernests_Gulbis-Jerzy_Janowicz",2020-03-01,"Ernests Gulbis","Jerzy Janowicz","Pau CH","Center","Hard"
"547","20200229-M-Dubai-F-Novak_Djokovic-Stefanos_Tsitsipas",2020-02-29,"Novak Djokovic","Stefanos Tsitsipas","Dubai","Centre","Hard"
"548","20200228-M-Dubai-SF-Novak_Djokovic-Gael_Monfils",2020-02-28,"Novak Djokovic","Gael Monfils","Dubai","Centre","Hard"
"549","20200228-M-Columbus_CH-QF-Denis_Istomin-Aleksandar_Vukic",2020-02-28,"Denis Istomin","Aleksandar Vukic","Columbus CH","1","Hard"
"550","20200227-M-Dubai-QF-Andrey_Rublev-Daniel_Evans",2020-02-27,"Andrey Rublev","Daniel Evans","Dubai","Dubai Duty Free Tennis Stadium","Hard"
"551","20200227-M-Columbus_CH-R16-Emilio_Gomez-Aleksandar_Vukic",2020-02-27,"Emilio Gomez","Aleksandar Vukic","Columbus CH","1","Hard"
"552","20200226-M-Pau_CH-R32-Ernests_Gulbis-Norbert_Gombos",2020-02-26,"Ernests Gulbis","Norbert Gombos","Pau CH","","Hard"
"553","20200225-M-Dubai-R32-Marin_Cilic-Benoit_Paire",2020-02-25,"Marin Cilic","Benoit Paire","Dubai","Centre","Hard"
"554","20200225-M-Columbus_CH-R32-Antoine_Escoffier-Aleksandar_Vukic",2020-02-25,"Antoine Escoffier","Aleksandar Vukic","Columbus CH","4","Hard"
"555","20200224-M-Acapulco-R32-Stan_Wawrinka-Frances_Tiafoe",2020-02-24,"Stan Wawrinka","Frances Tiafoe","Acapulco","Estadio","Hard"
"556","20200224-M-Acapulco-R32-Alex_De_Minaur-Miomir_Kecmanovic",2020-02-24,"Alex De Minaur","Miomir Kecmanovic","Acapulco","","Hard"
"557","20200223-M-Koblenz_CH-F-Tomas_Machac-Botic_Van_De_Zandschulp",2020-02-23,"Tomas Machac","Botic Van De Zandschulp","Koblenz CH","Centre","Hard"
"558","20200222-M-Koblenz_CH-SF-Nicola_Kuhn-Botic_Van_De_Zandschulp",2020-02-22,"Nicola Kuhn","Botic Van De Zandschulp","Koblenz CH","Centre","Hard"
"559","20200221-M-Marseille-QF-Gilles_Simon-Daniil_Medvedev",2020-02-21,"Gilles Simon","Daniil Medvedev","Marseille","Centre","Hard"
"560","20200220-M-Marseille-R16-Pierre_Hugues_Herbert-Felix_Auger_Aliassime",2020-02-20,"Pierre Hugues Herbert","Felix Auger Aliassime","Marseille","Palais des Sports de Marseille","Hard"
"561","20200220-M-Marseille-R16-Jannik_Sinner-Daniil_Medvedev",2020-02-20,"Jannik Sinner","Daniil Medvedev","Marseille","Centre","Hard"
"562","20200219-M-Rio_de_Janeiro-R16-Carlos_Alcaraz-Federico_Coria",2020-02-19,"Carlos Alcaraz","Federico Coria","Rio de Janeiro","Kuerten","Clay"
"563","20200218-M-Rio_de_Janeiro-R32-Carlos_Alcaraz-Albert_Ramos",2020-02-18,"Carlos Alcaraz","Albert Ramos","Rio de Janeiro","Kuerten","Clay"
"564","20200217-M-Rio_de_Janeiro-R32-Alejandro_Davidovich_Fokina-Thiago_Seyboth_Wild",2020-02-17,"Alejandro Davidovich Fokina","Thiago Seyboth Wild","Rio de Janeiro","Central","Clay"
"565","20200216-M-Rotterdam-F-Felix_Auger_Aliassime-Gael_Monfils",2020-02-16,"Felix Auger Aliassime","Gael Monfils","Rotterdam","Centre","Hard"
"566","20200215-M-Rotterdam-SF-Gael_Monfils-Filip_Krajinovic",2020-02-15,"Gael Monfils","Filip Krajinovic","Rotterdam","","Hard"
"567","20200214-M-Rotterdam-QF-Filip_Krajinovic-Andrey_Rublev",2020-02-14,"Filip Krajinovic","Andrey Rublev","Rotterdam","Centre","Hard"
"568","20200214-M-New_York-QF-Ugo_Humbert-Miomir_Kecmanovic",2020-02-14,"Ugo Humbert","Miomir Kecmanovic","New York","","Hard"
"569","20200213-M-Rotterdam-R16-Gilles_Simon-Gael_Monfils",2020-02-13,"Gilles Simon","Gael Monfils","Rotterdam","Centre","Hard"
"570","20200212-M-Rotterdam-R32-Robin_Haase-David_Goffin",2020-02-12,"Robin Haase","David Goffin","Rotterdam","Centre","Hard"
"571","20200211-M-Rotterdam-R32-Tallon_Griekspoor-Filip_Krajinovic",2020-02-11,"Tallon Griekspoor","Filip Krajinovic","Rotterdam","Centre","Hard"
"572","20200210-M-Rotterdam-R32-Grigor_Dimitrov-Denis_Shapovalov",2020-02-10,"Grigor Dimitrov","Denis Shapovalov","Rotterdam","","Hard"
"573","20200209-M-Montpellier-F-Gael_Monfils-Vasek_Pospisil",2020-02-09,"Gael Monfils","Vasek Pospisil","Montpellier","Dominguez","Hard"
"574","20200208-M-Pune-SF-James_Duckworth-Egor_Gerasimov",2020-02-08,"James Duckworth","Egor Gerasimov","Pune","","Hard"
"575","20200204-M-Montpellier-R32-Sergiy_Stakhovsky-Pierre_Hugues_Herbert",2020-02-04,"Sergiy Stakhovsky","Pierre Hugues Herbert","Montpellier","Dominguez","Hard"
"576","20200204-M-Montpellier-R32-Mikael_Ymer-Jannik_Sinner",2020-02-04,"Mikael Ymer","Jannik Sinner","Montpellier","Patrice Dominguez","Hard"
"577","20200202-M-Punta_del_Este_CH-F-Marco_Cecchinato-Thiago_Monteiro",2020-02-02,"Marco Cecchinato","Thiago Monteiro","Punta del Este CH","Centre","Clay"
"578","20200202-M-Australian_Open-F-Novak_Djokovic-Dominic_Thiem",2020-02-02,"Novak Djokovic","Dominic Thiem","Australian Open","Rod Laver Arena","Hard"
"579","20200201-M-Australian_Open_Juniors-F-Arthur_Cazaux-Harold_Mayot",2020-02-01,"Arthur Cazaux","Harold Mayot","Australian Open Juniors","Rod Laver Arena","Hard"
"580","20200131-M-Australian_Open-SF-Dominic_Thiem-Alexander_Zverev",2020-01-31,"Dominic Thiem","Alexander Zverev","Australian Open","Rod Laver Arena","Hard"
"581","20200130-M-Australian_Open-SF-Roger_Federer-Novak_Djokovic",2020-01-30,"Roger Federer","Novak Djokovic","Australian Open","Rod Laver","Hard"
"582","20200129-M-Australian_Open-QF-Stan_Wawrinka-Alexander_Zverev",2020-01-29,"Stan Wawrinka","Alexander Zverev","Australian Open","Rod Laver Arena","Hard"
"583","20200129-M-Australian_Open-QF-Rafael_Nadal-Dominic_Thiem",2020-01-29,"Rafael Nadal","Dominic Thiem","Australian Open","Rod Laver Arena","Hard"
"584","20200128-M-Australian_Open-QF-Roger_Federer-Tennys_Sandgren",2020-01-28,"Roger Federer","Tennys Sandgren","Australian Open","Rod Laver Arena","Hard"
"585","20200128-M-Australian_Open-QF-Novak_Djokovic-Milos_Raonic",2020-01-28,"Novak Djokovic","Milos Raonic","Australian Open","Rod Laver Arena","Hard"
"586","20200127-M-Australian_Open-R16-Stan_Wawrinka-Daniil_Medvedev",2020-01-27,"Stan Wawrinka","Daniil Medvedev","Australian Open","Margaret Court Arena","Hard"
"587","20200127-M-Australian_Open-R16-Rafael_Nadal-Nick_Kyrgios",2020-01-27,"Rafael Nadal","Nick Kyrgios","Australian Open","Rod Laver Arena","Hard"
"588","20200127-M-Australian_Open-R16-Gael_Monfils-Dominic_Thiem",2020-01-27,"Gael Monfils","Dominic Thiem","Australian Open","Rod Laver Arena","Hard"
"589","20200127-M-Australian_Open-R16-Andrey_Rublev-Alexander_Zverev",2020-01-27,"Andrey Rublev","Alexander Zverev","Australian Open","Melbourne Arena","Hard"
"590","20200126-M-Bangkok_CH-F-Robin_Haase-Federico_Gaio",2020-01-26,"Robin Haase","Federico Gaio","Bangkok CH","Centre","Hard"
"591","20200126-M-Australian_Open-R16-Tennys_Sandgren-Fabio_Fognini",2020-01-26,"Tennys Sandgren","Fabio Fognini","Australian Open","","Hard"
"592","20200126-M-Australian_Open-R16-Roger_Federer-Marton_Fucsovics",2020-01-26,"Roger Federer","Marton Fucsovics","Australian Open","Rod Laver","Hard"
"593","20200126-M-Australian_Open-R16-Novak_Djokovic-Diego_Schwartzman",2020-01-26,"Novak Djokovic","Diego Schwartzman","Australian Open","Rod Laver Arena","Hard"
"594","20200125-M-Australian_Open-R32-Taylor_Fritz-Dominic_Thiem",2020-01-25,"Taylor Fritz","Dominic Thiem","Australian Open","Margaret Court Arena","Hard"
"595","20200125-M-Australian_Open-R32-Rafael_Nadal-Pablo_Carreno_Busta",2020-01-25,"Rafael Nadal","Pablo Carreno Busta","Australian Open","Rod Laver Arena","Hard"
"596","20200125-M-Australian_Open-R32-Fernando_Verdasco-Alexander_Zverev",2020-01-25,"Fernando Verdasco","Alexander Zverev","Australian Open","Margaret Court Arena","Hard"
"597","20200125-M-Australian_Open-R32-Alexei_Popyrin-Daniil_Medvedev",2020-01-25,"Alexei Popyrin","Daniil Medvedev","Australian Open","Rod Laver Arena","Hard"
"598","20200124-M-Australian_Open-R32-John_Millman-Roger_Federer",2020-01-24,"John Millman","Roger Federer","Australian Open","Rod Laver","Hard"
"599","20200124-M-Australian_Open-R32-Guido_Pella-Fabio_Fognini",2020-01-24,"Guido Pella","Fabio Fognini","Australian Open","Melbourne Arena","Hard"
"600","20200123-M-Australian_Open-R64-Gael_Monfils-Ivo_Karlovic",2020-01-23,"Gael Monfils","Ivo Karlovic","Australian Open","1573 Arena","Hard"
"601","20200122-M-Australian_Open-R64-Tennys_Sandgren-Matteo_Berrettini",2020-01-22,"Tennys Sandgren","Matteo Berrettini","Australian Open","1573 Arena","Hard"
"602","20200122-M-Australian_Open-R64-Jannik_Sinner-Marton_Fucsovics",2020-01-22,"Jannik Sinner","Marton Fucsovics","Australian Open","22","Hard"
"603","20200122-M-Australian_Open-R64-Diego_Schwartzman-Alejandro_Davidovich_Fokina",2020-01-22,"Diego Schwartzman","Alejandro Davidovich Fokina","Australian Open","8","Hard"
"604","20200121-M-Australian_Open-R128-Vasek_Pospisil-Ivo_Karlovic",2020-01-21,"Vasek Pospisil","Ivo Karlovic","Australian Open","22","Hard"
"605","20200121-M-Australian_Open-R128-Taylor_Fritz-Tallon_Griekspoor",2020-01-21,"Taylor Fritz","Tallon Griekspoor","Australian Open","13","Hard"
"606","20200121-M-Australian_Open-R128-Pedro_Martinez-Dominik_Koepfer",2020-01-21,"Pedro Martinez","Dominik Koepfer","Australian Open","14","Hard"
"607","20200121-M-Australian_Open-R128-Marc_Polmans-Mikhail_Kukushkin",2020-01-21,"Marc Polmans","Mikhail Kukushkin","Australian Open","7","Hard"
"608","20200121-M-Australian_Open-R128-Ernests_Gulbis-Felix_Auger_Aliassime",2020-01-21,"Ernests Gulbis","Felix Auger Aliassime","Australian Open","1573 Arena","Hard"
"609","20200121-M-Australian_Open-R128-Casper_Ruud-Egor_Gerasimov",2020-01-21,"Casper Ruud","Egor Gerasimov","Australian Open","13","Hard"
"610","20200120-M-Rennes_CH-R64-Jurij_Rodionov-Karim_Mohamed_Maamoun",2020-01-20,"Jurij Rodionov","Karim Mohamed Maamoun","Rennes CH","Saint-Gregoire","Hard"
"611","20200120-M-Australian_Open-R128-Roger_Federer-Steve_Johnson",2020-01-20,"Roger Federer","Steve Johnson","Australian Open","Rod Laver Arena","Hard"
"612","20200120-M-Australian_Open-R128-Denis_Shapovalov-Marton_Fucsovics",2020-01-20,"Denis Shapovalov","Marton Fucsovics","Australian Open","","Hard"
"613","20200118-M-Bangkok_CH-F-Attila_Balazs-Aslan_Karatsev",2020-01-18,"Attila Balazs","Aslan Karatsev","Bangkok CH","Centre","Hard"
"614","20200118-M-Australian_Open-Q3-Lorenzo_Musetti-Tallon_Griekspoor",2020-01-18,"Lorenzo Musetti","Tallon Griekspoor","Australian Open","8","Hard"
"615","20200117-M-Auckland-SF-Hubert_Hurkacz-Benoit_Paire",2020-01-17,"Hubert Hurkacz","Benoit Paire","Auckland","Centre","Hard"
"616","20200117-M-Adelaide-SF-Tommy_Paul-Lloyd_Harris",2020-01-17,"Tommy Paul","Lloyd Harris","Adelaide","Centre","Hard"
"617","20200117-M-Adelaide-SF-Felix_Auger_Aliassime-Andrey_Rublev",2020-01-17,"Felix Auger Aliassime","Andrey Rublev","Adelaide","Memorial Drive Park","Hard"
"618","20200116-M-Auckland-QF-Hubert_Hurkacz-Feliciano_Lopez",2020-01-16,"Hubert Hurkacz","Feliciano Lopez","Auckland","Centre","Hard"
"619","20200115-M-Australian_Open-Q1-Elliot_Benchetrit-Steve_Darcis",2020-01-15,"Elliot Benchetrit","Steve Darcis","Australian Open","Margaret Court Arena","Hard"
"620","20200112-M-ATP_Cup-F-Roberto_Bautista_Agut-Dusan_Lajovic",2020-01-12,"Roberto Bautista Agut","Dusan Lajovic","ATP Cup","Ken Rosewall Arena","Hard"
"621","20200111-M-ATP_Cup-SF-Novak_Djokovic-Daniil_Medvedev",2020-01-11,"Novak Djokovic","Daniil Medvedev","ATP Cup","Ken Rosewall Arena (Sydney)","Hard"
"622","20200111-M-ATP_Cup-SF-Dusan_Lajovic-Karen_Khachanov",2020-01-11,"Dusan Lajovic","Karen Khachanov","ATP Cup","Ken Rosewall Arena (Sydney)","Hard"
"623","20200110-M-Doha-SF-Stan_Wawrinka-Corentin_Moutet",2020-01-10,"Stan Wawrinka","Corentin Moutet","Doha","","Hard"
"624","20200110-M-Doha-SF-Andrey_Rublev-Miomir_Kecmanovic",2020-01-10,"Andrey Rublev","Miomir Kecmanovic","Doha","Centre","Hard"
"625","20200109-M-ATP_Cup-QF-Alex_De_Minaur-Daniel_Evans",2020-01-09,"Alex De Minaur","Daniel Evans","ATP Cup","Ken Rosewall Arena (Sydney)","Hard"
"626","20200107-M-Noumea_CH-R32-Mohamed_Safwat-Ernests_Gulbis",2020-01-07,"Mohamed Safwat","Ernests Gulbis","Noumea CH","","Hard"
"627","20200107-M-ATP_Cup-RR-Stefanos_Tsitsipas-Nick_Kyrgios",2020-01-07,"Stefanos Tsitsipas","Nick Kyrgios","ATP Cup","Pat Rafter Arena","Hard"
"628","20200107-M-ATP_Cup-RR-Jan_Lennard_Struff-Felix_Auger_Aliassime",2020-01-07,"Jan Lennard Struff","Felix Auger Aliassime","ATP Cup","","Hard"
"629","20200107-M-ATP_Cup-RR-Alexander_Zverev-Denis_Shapovalov",2020-01-07,"Alexander Zverev","Denis Shapovalov","ATP Cup","","Hard"
"630","20200106-M-ATP_Cup-RR-Taylor_Fritz-Karen_Khachanov",2020-01-06,"Taylor Fritz","Karen Khachanov","ATP Cup","Perth","Hard"
"631","20200106-M-ATP_Cup-RR-Hubert_Hurkacz-Borna_Coric",2020-01-06,"Hubert Hurkacz","Borna Coric","ATP Cup","","Hard"
"632","20200105-M-ATP_Cup-RR-Casper_Ruud-Fabio_Fognini",2020-01-05,"Casper Ruud","Fabio Fognini","ATP Cup","","Hard"
"633","20200105-M-ATP_Cup-RR-Alex_De_Minaur-Denis_Shapovalov",2020-01-05,"Alex De Minaur","Denis Shapovalov","ATP Cup","Brisbane","Hard"
"634","20200104-M-ATP_Cup-RR-Stefanos_Tsitsipas-Alexander_Zverev",2020-01-04,"Stefanos Tsitsipas","Alexander Zverev","ATP Cup","","Hard"
"635","20200103-M-ATP_Cup-RR-Steve_Darcis-Alexander_Cozbinov",2020-01-03,"Steve Darcis","Alexander Cozbinov","ATP Cup","Ken Rosewall Arena","Hard"
"636","20200103-M-ATP_Cup-RR-Stefanos_Tsitsipas-Denis_Shapovalov",2020-01-03,"Stefanos Tsitsipas","Denis Shapovalov","ATP Cup","","Hard"
"637","20200103-M-ATP_Cup-RR-Alex_De_Minaur-Alexander_Zverev",2020-01-03,"Alex De Minaur","Alexander Zverev","ATP Cup","","Hard"
"638","20191124-M-Davis_Cup_Finals-F-Rafael_Nadal-Denis_Shapovalov",2019-11-24,"Rafael Nadal","Denis Shapovalov","Davis Cup Finals","Estadio Manolo Santana","Hard"
"639","20191124-M-Davis_Cup_Finals-F-Felix_Auger_Aliassime-Roberto_Bautista_Agut",2019-11-24,"Felix Auger Aliassime","Roberto Bautista Agut","Davis Cup Finals","Caja Magica","Hard"
"640","20191120-M-Davis_Cup_Finals-RR-Daniel_Evans-Robin_Haase",2019-11-20,"Daniel Evans","Robin Haase","Davis Cup Finals","Stadium 3","Hard"
"641","20191120-M-Davis_Cup_Finals-RR-Andy_Murray-Tallon_Griekspoor",2019-11-20,"Andy Murray","Tallon Griekspoor","Davis Cup Finals","Stadium 3","Hard"
"642","20191119-M-Davis_Cup_Finals-RR-Vasek_Pospisil-Reilly_Opelka",2019-11-19,"Vasek Pospisil","Reilly Opelka","Davis Cup Finals","Stadium 2","Hard"
"643","20191119-M-Davis_Cup_Finals-RR-Botic_Van_De_Zandschulp-Mikhail_Kukushkin",2019-11-19,"Botic Van De Zandschulp","Mikhail Kukushkin","Davis Cup Finals","","Hard"
"644","20191119-M-Davis_Cup_Finals-RR-Alexander_Bublik-Robin_Haase",2019-11-19,"Alexander Bublik","Robin Haase","Davis Cup Finals","Stadium 3","Hard"
"645","20191116-M-Tour_Finals-SF-Stefanos_Tsitsipas-Roger_Federer",2019-11-16,"Stefanos Tsitsipas","Roger Federer","Tour Finals","Centre","Hard"
"646","20191116-M-Tour_Finals-SF-Dominic_Thiem-Alexander_Zverev",2019-11-16,"Dominic Thiem","Alexander Zverev","Tour Finals","Centre","Hard"
"647","20191115-M-Tour_Finals-RR-Rafael_Nadal-Stefanos_Tsitsipas",2019-11-15,"Rafael Nadal","Stefanos Tsitsipas","Tour Finals","","Hard"
"648","20191115-M-Tour_Finals-RR-Daniil_Medvedev-Alexander_Zverev",2019-11-15,"Daniil Medvedev","Alexander Zverev","Tour Finals","","Hard"
"649","20191114-M-Tour_Finals-RR-Novak_Djokovic-Roger_Federer",2019-11-14,"Novak Djokovic","Roger Federer","Tour Finals","Centre","Hard"
"650","20191114-M-Tour_Finals-RR-Dominic_Thiem-Matteo_Berrettini",2019-11-14,"Dominic Thiem","Matteo Berrettini","Tour Finals","Centre","Hard"
"651","20191113-M-Tour_Finals-RR-Stefanos_Tsitsipas-Alexander_Zverev",2019-11-13,"Stefanos Tsitsipas","Alexander Zverev","Tour Finals","","Hard"
"652","20191113-M-Tour_Finals-RR-Rafael_Nadal-Daniil_Medvedev",2019-11-13,"Rafael Nadal","Daniil Medvedev","Tour Finals","","Hard"
"653","20191112-M-Tour_Finals-RR-Roger_Federer-Matteo_Berrettini",2019-11-12,"Roger Federer","Matteo Berrettini","Tour Finals","Centre","Hard"
"654","20191112-M-Tour_Finals-RR-Novak_Djokovic-Dominic_Thiem",2019-11-12,"Novak Djokovic","Dominic Thiem","Tour Finals","Centre","Hard"
"655","20191111-M-Tour_Finals-RR-Stefanos_Tsitsipas-Daniil_Medvedev",2019-11-11,"Stefanos Tsitsipas","Daniil Medvedev","Tour Finals","","Hard"
"656","20191111-M-Tour_Finals-RR-Rafael_Nadal-Alexander_Zverev",2019-11-11,"Rafael Nadal","Alexander Zverev","Tour Finals","","Hard"
"657","20191110-M-Tour_Finals-RR-Roger_Federer-Dominic_Thiem",2019-11-10,"Roger Federer","Dominic Thiem","Tour Finals","","Hard"
"658","20191110-M-Tour_Finals-RR-Novak_Djokovic-Matteo_Berrettini",2019-11-10,"Novak Djokovic","Matteo Berrettini","Tour Finals","","Hard"
"659","20191109-M-NextGen_Finals-F-Jannik_Sinner-Alex_De_Minaur",2019-11-09,"Jannik Sinner","Alex De Minaur","NextGen Finals","Allianz Cloud","Hard"
"660","20191108-M-NextGen_Finals-SF-Frances_Tiafoe-Alex_De_Minaur",2019-11-08,"Frances Tiafoe","Alex De Minaur","NextGen Finals","Allianz Cloud","Hard"
"661","20191107-M-NextGen_Finals-RR-Casper_Ruud-Alex_De_Minaur",2019-11-07,"Casper Ruud","Alex De Minaur","NextGen Finals","Allianz Cloud","Hard"
"662","20191106-M-NextGen_Finals-RR-Miomir_Kecmanovic-Alex_De_Minaur",2019-11-06,"Miomir Kecmanovic","Alex De Minaur","NextGen Finals","Allianz Cloud","Hard"
"663","20191105-M-NextGen_Finals-RR-Alejandro_Davidovich_Fokina-Alex_De_Minaur",2019-11-05,"Alejandro Davidovich Fokina","Alex De Minaur","NextGen Finals","Allianz Cloud","Hard"
"664","20191103-M-Paris_Masters-F-Novak_Djokovic-Denis_Shapovalov",2019-11-03,"Novak Djokovic","Denis Shapovalov","Paris Masters","Centre","Hard"
"665","20191103-M-Eckental_CH-F-Steve_Darcis-Jiri_Vesely",2019-11-03,"Steve Darcis","Jiri Vesely","Eckental CH","Center","Carpet"
"666","20191102-M-Paris_Masters-SF-Novak_Djokovic-Grigor_Dimitrov",2019-11-02,"Novak Djokovic","Grigor Dimitrov","Paris Masters","","Hard"
"667","20191101-M-Paris_Masters-R16-Gael_Monfils-Radu_Albot",2019-11-01,"Gael Monfils","Radu Albot","Paris Masters","Center","Hard"
"668","20191101-M-Paris_Masters-QF-Novak_Djokovic-Stefanos_Tsitsipas",2019-11-01,"Novak Djokovic","Stefanos Tsitsipas","Paris Masters","","Hard"
"669","20191101-M-Paris_Masters-QF-Jo_Wilfried_Tsonga-Rafael_Nadal",2019-11-01,"Jo Wilfried Tsonga","Rafael Nadal","Paris Masters","","Hard"
"670","20191101-M-Paris_Masters-QF-Grigor_Dimitrov-Cristian_Garin",2019-11-01,"Grigor Dimitrov","Cristian Garin","Paris Masters","","Hard"
"671","20191101-M-Paris_Masters-QF-Gael_Monfils-Denis_Shapovalov",2019-11-01,"Gael Monfils","Denis Shapovalov","Paris Masters","Court Central","Hard"
"672","20191031-M-Paris_Masters-R16-Alexander_Zverev-Denis_Shapovalov",2019-10-31,"Alexander Zverev","Denis Shapovalov","Paris Masters","","Hard"
"673","20191027-M-Hamburg_CH-F-Bernabe_Zapata_Miralles-Botic_Van_De_Zandschulp",2019-10-27,"Bernabe Zapata Miralles","Botic Van De Zandschulp","Hamburg CH","Centre","Hard"
"674","20191027-M-Basel-F-Roger_Federer-Alex_De_Minaur",2019-10-27,"Roger Federer","Alex De Minaur","Basel","Centre","Hard"
"675","20191026-M-Hamburg_CH-SF-Salvatore_Caruso-Botic_Van_De_Zandschulp",2019-10-26,"Salvatore Caruso","Botic Van De Zandschulp","Hamburg CH","Centre","Hard"
"676","20191025-M-Vienna-QF-Gael_Monfils-Aljaz_Bedene",2019-10-25,"Gael Monfils","Aljaz Bedene","Vienna","Center","Hard"
"677","20191025-M-Hamburg_CH-QF-Cedrik_Marcel_Stebe-Botic_Van_De_Zandschulp",2019-10-25,"Cedrik Marcel Stebe","Botic Van De Zandschulp","Hamburg CH","","Hard"
"678","20191024-M-Vienna-R16-Gael_Monfils-Jannik_Sinner",2019-10-24,"Gael Monfils","Jannik Sinner","Vienna","Center","Hard"
"679","20191024-M-Hamburg_CH-R16-Botic_Van_De_Zandschulp-Gianluca_Mager",2019-10-24,"Botic Van De Zandschulp","Gianluca Mager","Hamburg CH","","Hard"
"680","20191024-M-Basel-R16-Fabio_Fognini-Filip_Krajinovic",2019-10-24,"Fabio Fognini","Filip Krajinovic","Basel","","Hard"
"681","20191023-M-Hamburg_CH-R32-Jelle_Sels-Robin_Haase",2019-10-23,"Jelle Sels","Robin Haase","Hamburg CH","","Hard"
"682","20191022-M-Vienna-R32-Jannik_Sinner-Philipp_Kohlschreiber",2019-10-22,"Jannik Sinner","Philipp Kohlschreiber","Vienna","","Hard"
"683","20191021-M-Vienna-R32-Lorenzo_Sonego-Marton_Fucsovics",2019-10-21,"Lorenzo Sonego","Marton Fucsovics","Vienna","Next Gen Court","Hard"
"684","20191021-M-Vienna-R32-Hubert_Hurkacz-Karen_Khachanov",2019-10-21,"Hubert Hurkacz","Karen Khachanov","Vienna","","Hard"
"685","20191020-M-Stockholm-F-Filip_Krajinovic-Denis_Shapovalov",2019-10-20,"Filip Krajinovic","Denis Shapovalov","Stockholm","Center","Hard"
"686","20191019-M-Antwerp-SF-Ugo_Humbert-Andy_Murray",2019-10-19,"Ugo Humbert","Andy Murray","Antwerp","Center","Hard"
"687","20191019-M-Antwerp-SF-Stan_Wawrinka-Jannik_Sinner",2019-10-19,"Stan Wawrinka","Jannik Sinner","Antwerp","Center","Hard"
"688","20191018-M-Stockholm-QF-Yuichi_Sugita-Janko_Tipsarevic",2019-10-18,"Yuichi Sugita","Janko Tipsarevic","Stockholm","Center Court","Hard"
"689","20191018-M-Antwerp-QF-Frances_Tiafoe-Jannik_Sinner",2019-10-18,"Frances Tiafoe","Jannik Sinner","Antwerp","","Hard"
"690","20191017-M-Stockholm-R16-Janko_Tipsarevic-Fabio_Fognini",2019-10-17,"Janko Tipsarevic","Fabio Fognini","Stockholm","Centre Court","Hard"
"691","20191017-M-Antwerp-R16-Gael_Monfils-Jannik_Sinner",2019-10-17,"Gael Monfils","Jannik Sinner","Antwerp","Centre","Hard"
"692","20191016-M-Ismaning_CH-R32-Robin_Haase-Johannes_Haerteis",2019-10-16,"Robin Haase","Johannes Haerteis","Ismaning CH","Centre","Carpet"
"693","20191014-M-Stockholm-R32-Corentin_Moutet-Janko_Tipsarevic",2019-10-14,"Corentin Moutet","Janko Tipsarevic","Stockholm","Centre","Hard"
"694","20191014-M-Moscow-R32-Andreas_Seppi-Cristian_Garin",2019-10-14,"Andreas Seppi","Cristian Garin","Moscow","","Hard"
"695","20191013-M-Shanghai_Masters-F-Daniil_Medvedev-Alexander_Zverev",2019-10-13,"Daniil Medvedev","Alexander Zverev","Shanghai Masters","Centre","Hard"
"696","20191012-M-Shanghai_Masters-SF-Alexander_Zverev-Matteo_Berrettini",2019-10-12,"Alexander Zverev","Matteo Berrettini","Shanghai Masters","","Hard"
"697","20191011-M-Shanghai_Masters-QF-Novak_Djokovic-Stefanos_Tsitsipas",2019-10-11,"Novak Djokovic","Stefanos Tsitsipas","Shanghai Masters","Centre","Hard"
"698","20191011-M-Shanghai_Masters-QF-Alexander_Zverev-Roger_Federer",2019-10-11,"Alexander Zverev","Roger Federer","Shanghai Masters","Centre","Hard"
"699","20191010-M-Shanghai_Masters-R16-Roberto_Bautista_Agut-Matteo_Berrettini",2019-10-10,"Roberto Bautista Agut","Matteo Berrettini","Shanghai Masters","3","Hard"
"700","20191010-M-Shanghai_Masters-R16-Hubert_Hurkacz-Stefanos_Tsitsipas",2019-10-10,"Hubert Hurkacz","Stefanos Tsitsipas","Shanghai Masters","3","Hard"
"701","20191010-M-Shanghai_Masters-R16-Alexander_Zverev-Andrey_Rublev",2019-10-10,"Alexander Zverev","Andrey Rublev","Shanghai Masters","Centre","Hard"
"702","20191009-M-Shanghai_Masters-R32-Stefanos_Tsitsipas-Felix_Auger_Aliassime",2019-10-09,"Stefanos Tsitsipas","Felix Auger Aliassime","Shanghai Masters","Centre","Hard"
"703","20191009-M-Shanghai_Masters-R32-Reilly_Opelka-Roberto_Bautista_Agut",2019-10-09,"Reilly Opelka","Roberto Bautista Agut","Shanghai Masters","","Hard"
"704","20191009-M-Shanghai_Masters-R32-Jeremy_Chardy-Alexander_Zverev",2019-10-09,"Jeremy Chardy","Alexander Zverev","Shanghai Masters","Centre","Hard"
"705","20191009-M-Santo_Domingo_CH-R32-Victor_Estrella-Thiago_Monteiro",2019-10-09,"Victor Estrella","Thiago Monteiro","Santo Domingo CH","Centre","Clay"
"706","20191008-M-Shanghai_Masters-R64-Jan_Lennard_Struff-Matteo_Berrettini",2019-10-08,"Jan Lennard Struff","Matteo Berrettini","Shanghai Masters","Centre","Hard"
"707","20191008-M-Shanghai_Masters-R32-Daniil_Medvedev-Cameron_Norrie",2019-10-08,"Daniil Medvedev","Cameron Norrie","Shanghai Masters","Centre","Hard"
"708","20191007-M-Shanghai_Masters-R64-Mikhail_Kukushkin-Miomir_Kecmanovic",2019-10-07,"Mikhail Kukushkin","Miomir Kecmanovic","Shanghai Masters","","Hard"
