"","match_id","date","player1","player2","tournament","court","surface"
"1","20220713-M-Newport-R16-Andy_Murray-Max_Purcell",2022-07-13,"Andy Murray","Max Purcell","Newport","Center","Grass"
"2","20220712-M-Newport-R32-Andy_Murray-Sam_Querrey",2022-07-12,"Andy Murray","Sam Querrey","Newport","Stadium","Grass"
"3","20220712-M-Bastad-R32-Emil_Ruusuvuori-Dominic_Thiem",2022-07-12,"Emil Ruusuvuori","Dominic Thiem","Bastad","Center","Clay"
"4","20220706-M-Wimbledon-QF-Nick_Kyrgios-Cristian_Garin",2022-07-06,"Nick Kyrgios","Cristian Garin","Wimbledon","1","Grass"
"5","20220704-M-Wimbledon-R16-Rafael_Nadal-Botic_Van_De_Zandschulp",2022-07-04,"Rafael Nadal","Botic Van De Zandschulp","Wimbledon","Centre Court","Grass"
"6","20220703-M-Wimbledon-R16-Novak_Djokovic-Tim_Van_Rijthoven",2022-07-03,"Novak Djokovic","Tim Van Rijthoven","Wimbledon","Centre Court","Grass"
"7","20220702-M-Wimbledon-R32-Stefanos_Tsitsipas-Nick_Kyrgios",2022-07-02,"Stefanos Tsitsipas","Nick Kyrgios","Wimbledon","","Grass"
"8","20220630-M-Wimbledon-R64-Nick_Kyrgios-Filip_Krajinovic",2022-06-30,"Nick Kyrgios","Filip Krajinovic","Wimbledon","2","Grass"
"9","20220628-M-Wimbledon-R128-Feliciano_Lopez-Botic_Van_De_Zandschulp",2022-06-28,"Feliciano Lopez","Botic Van De Zandschulp","Wimbledon","4","Grass"
"10","20220627-M-Wimbledon-R128-Federico_Delbonis-Tim_Van_Rijthoven",2022-06-27,"Federico Delbonis","Tim Van Rijthoven","Wimbledon","11","Grass"
"11","20220619-M-Queens_Club-F-Filip_Krajinovic-Matteo_Berrettini",2022-06-19,"Filip Krajinovic","Matteo Berrettini","Queens Club","Centre","Grass"
"12","20220617-M-Halle-QF-Roberto_Bautista_Agut-Daniil_Medvedev",2022-06-17,"Roberto Bautista Agut","Daniil Medvedev","Halle","","Grass"
"13","20220617-M-Halle-QF-Pablo_Carreno_Busta-Nick_Kyrgios",2022-06-17,"Pablo Carreno Busta","Nick Kyrgios","Halle","","Grass"
"14","20220615-M-Halle-R32-Daniil_Medvedev-David_Goffin",2022-06-15,"Daniil Medvedev","David Goffin","Halle","","Grass"
"15","20220615-M-Halle-R16-Stefanos_Tsitsipas-Nick_Kyrgios",2022-06-15,"Stefanos Tsitsipas","Nick Kyrgios","Halle","","Grass"
"16","20220612-M-s_Hertogenbosch-F-Tim_Van_Rijthoven-Daniil_Medvedev",2022-06-12,"Tim Van Rijthoven","Daniil Medvedev","s Hertogenbosch","Centre Court","Grass"
"17","20220612-M-Stuttgart-F-Andy_Murray-Matteo_Berrettini",2022-06-12,"Andy Murray","Matteo Berrettini","Stuttgart","","Grass"
"18","20220611-M-s_Hertogenbosch-SF-Tim_Van_Rijthoven-Felix_Auger_Aliassime",2022-06-11,"Tim Van Rijthoven","Felix Auger Aliassime","s Hertogenbosch","Centre","Grass"
"19","20220611-M-Stuttgart-SF-Andy_Murray-Nick_Kyrgios",2022-06-11,"Andy Murray","Nick Kyrgios","Stuttgart","","Grass"
"20","20220610-M-s_Hertogenbosch-QF-Tim_Van_Rijthoven-Hugo_Gaston",2022-06-10,"Tim Van Rijthoven","Hugo Gaston","s Hertogenbosch","1","Grass"
"21","20220610-M-Stuttgart-QF-Stefanos_Tsitsipas-Andy_Murray",2022-06-10,"Stefanos Tsitsipas","Andy Murray","Stuttgart","","Grass"
"22","20220609-M-s_Hertogenbosch-R16-Gilles_Simon-Daniil_Medvedev",2022-06-09,"Gilles Simon","Daniil Medvedev","s Hertogenbosch","Centre Court","Grass"
"23","20220609-M-Stuttgart-R16-Nick_Kyrgios-Nikoloz_Basilashvili",2022-06-09,"Nick Kyrgios","Nikoloz Basilashvili","Stuttgart","","Grass"
"24","20220609-M-Stuttgart-R16-Andy_Murray-Alexander_Bublik",2022-06-09,"Andy Murray","Alexander Bublik","Stuttgart","","Grass"
"25","20220605-M-Roland_Garros-F-Rafael_Nadal-Casper_Ruud",2022-06-05,"Rafael Nadal","Casper Ruud","Roland Garros","Philippe Chatrier","Clay"
"26","20220603-M-Roland_Garros-SF-Casper_Ruud-Marin_Cilic",2022-06-03,"Casper Ruud","Marin Cilic","Roland Garros","Chatrier","Clay"
"27","20220603-M-Roland_Garros-R64-Carlos_Alcaraz-Albert_Ramos",2022-06-03,"Carlos Alcaraz","Albert Ramos","Roland Garros","Simonne Mathieu","Clay"
"28","20220531-M-Roland_Garros-QF-Novak_Djokovic-Rafael_Nadal",2022-05-31,"Novak Djokovic","Rafael Nadal","Roland Garros","Philippe Chatrier","Clay"
"29","20220531-M-Roland_Garros-QF-Carlos_Alcaraz-Alexander_Zverev",2022-05-31,"Carlos Alcaraz","Alexander Zverev","Roland Garros","Philippe Chatrier","Clay"
"30","20220530-M-Roland_Garros-R16-Marin_Cilic-Daniil_Medvedev",2022-05-30,"Marin Cilic","Daniil Medvedev","Roland Garros","Philippe Chatrier","Clay"
"31","20220528-M-Roland_Garros-R32-Miomir_Kecmanovic-Daniil_Medvedev",2022-05-28,"Miomir Kecmanovic","Daniil Medvedev","Roland Garros","Suzanne Lenglen","Clay"
"32","20220528-M-Roland_Garros-R32-Marin_Cilic-Gilles_Simon",2022-05-28,"Marin Cilic","Gilles Simon","Roland Garros","Philippe Chatrier","Clay"
"33","20220527-M-Roland_Garros-R32-Rafael_Nadal-Botic_Van_De_Zandschulp",2022-05-27,"Rafael Nadal","Botic Van De Zandschulp","Roland Garros","Suzanne Lenglen","Clay"
"34","20220526-M-Roland_Garros-R64-Stefanos_Tsitsipas-Zdenek_Kolar",2022-05-26,"Stefanos Tsitsipas","Zdenek Kolar","Roland Garros","Suzanne Lenglen","Clay"
"35","20220526-M-Roland_Garros-R64-Gilles_Simon-Steve_Johnson",2022-05-26,"Gilles Simon","Steve Johnson","Roland Garros","Philippe Chatrier","Clay"
"36","20220526-M-Roland_Garros-R64-Daniil_Medvedev-Laslo_Djere",2022-05-26,"Daniil Medvedev","Laslo Djere","Roland Garros","Chatrier","Clay"
"37","20220524-M-Roland_Garros-R128-Stefanos_Tsitsipas_-Lorenzo_Musetti",2022-05-24,"Stefanos Tsitsipas ","Lorenzo Musetti","Roland Garros","Philippe Chatrier","Clay"
"38","20220524-M-Roland_Garros-R128-Pablo_Carreno_Busta-Gilles_Simon",2022-05-24,"Pablo Carreno Busta","Gilles Simon","Roland Garros","Simonne Mathieu","Clay"
"39","20220524-M-Roland_Garros-R128-Casper_Ruud-Jo_Wilfried_Tsonga",2022-05-24,"Casper Ruud","Jo Wilfried Tsonga","Roland Garros","Philippe Chatrier","Clay"
"40","20220522-M-Roland_Garros-R128-Botic_Van_De_Zandschulp-Pavel_Kotov",2022-05-22,"Botic Van De Zandschulp","Pavel Kotov","Roland Garros","12","Clay"
"41","20220522-M-Geneva-SF-Casper_Ruud-Reilly_Opelka",2022-05-22,"Casper Ruud","Reilly Opelka","Geneva","Centre","Clay"
"42","20220521-M-Shymkent_CH-F-Robin_Haase-Sergey_Fomin",2022-05-21,"Robin Haase","Sergey Fomin","Shymkent CH","Center","Clay"
"43","20220519-M-Lyon-R16-Alex_Molcan_-Karen_Khachanov_",2022-05-19,"Alex Molcan ","Karen Khachanov ","Lyon","Centre","Clay"
"44","20220518-M-Roland_Garros-Q2-Radu_Albot-Jason_Kubler",2022-05-18,"Radu Albot","Jason Kubler","Roland Garros","6","Clay"
"45","20220518-M-Geneva-R16-Casper_Ruud-Benoit_Paire",2022-05-18,"Casper Ruud","Benoit Paire","Geneva","Centre","Clay"
"46","20220517-M-Roland_Garros-Q1-Christopher_Eubanks-Paul_Jubb",2022-05-17,"Christopher Eubanks","Paul Jubb","Roland Garros","4","Clay"
"47","20220516-M-Roland_Garros-Q1-Sascha_Gueymard_Wayenburg-Flavio_Cobolli",2022-05-16,"Sascha Gueymard Wayenburg","Flavio Cobolli","Roland Garros","","Clay"
"48","20220515-M-Rome_Masters-F-Stefanos_Tsitsipas-Novak_Djokovic",2022-05-15,"Stefanos Tsitsipas","Novak Djokovic","Rome Masters","Centre","Clay"
"49","20220514-M-Zagreb_CH-F-Filip_Misolic-Mili_Poljicak",2022-05-14,"Filip Misolic","Mili Poljicak","Zagreb CH","","Clay"
"50","20220514-M-Rome_Masters-SF-Stefanos_Tsitsipas-Alexander_Zverev",2022-05-14,"Stefanos Tsitsipas","Alexander Zverev","Rome Masters","Centre","Clay"
"51","20220514-M-Rome_Masters-SF-Casper_Ruud-Novak_Djokovic",2022-05-14,"Casper Ruud","Novak Djokovic","Rome Masters","","Clay"
"52","20220513-M-Rome_Masters-QF-Novak_Djokovic-Felix_Auger_Aliassime",2022-05-13,"Novak Djokovic","Felix Auger Aliassime","Rome Masters","Centrale","Clay"
"53","20220512-M-Rome_Masters-R16-Stan_Wawrinka-Novak_Djokovic",2022-05-12,"Stan Wawrinka","Novak Djokovic","Rome Masters","Centrale","Clay"
"54","20220511-M-Rome_Masters-R32-Novak_Djokovic-Aslan_Karatsev",2022-05-11,"Novak Djokovic","Aslan Karatsev","Rome Masters","","Clay"
"55","20220510-M-Rome_Masters-R64-Sebastian_Baez-Tallon_Griekspoor",2022-05-10,"Sebastian Baez","Tallon Griekspoor","Rome Masters","2","Clay"
"56","20220510-M-Rome_Masters-R32-Andrey_Rublev-Filip_Krajinovic",2022-05-10,"Andrey Rublev","Filip Krajinovic","Rome Masters","","Clay"
"57","20220509-M-Rome_Masters-R64-Reilly_Opelka-Stan_Wawrinka",2022-05-09,"Reilly Opelka","Stan Wawrinka","Rome Masters","Centre","Clay"
"58","20220508-M-Rome_Masters-R64-Marin_Cilic-Matteo_Arnaldi",2022-05-08,"Marin Cilic","Matteo Arnaldi","Rome Masters","Centrale","Clay"
"59","20220508-M-Rome_Masters-R64-Francesco_Passaro-Cristian_Garin",2022-05-08,"Francesco Passaro","Cristian Garin","Rome Masters","Center Court","Clay"
"60","20220508-M-Madrid_Masters-F-Carlos_Alcaraz-Alexander_Zverev",2022-05-08,"Carlos Alcaraz","Alexander Zverev","Madrid Masters","Santana","Clay"
"61","20220507-M-Madrid_Masters-SF-Stefanos_Tsitsipas-Alexander_Zverev",2022-05-07,"Stefanos Tsitsipas","Alexander Zverev","Madrid Masters","Santana","Clay"
"62","20220506-M-Madrid_Masters-QF-Rafael_Nadal-Carlos_Alcaraz",2022-05-06,"Rafael Nadal","Carlos Alcaraz","Madrid Masters","Santana","Clay"
"63","20220506-M-Madrid_Masters-QF-Novak_Djokovic_-Hubert_Hurkacz_",2022-05-06,"Novak Djokovic ","Hubert Hurkacz ","Madrid Masters","Santana","Clay"
"64","20220506-M-Madrid_Masters-QF-Felix_Auger_Aliassime_-Alexander_Zverev_",2022-05-06,"Felix Auger Aliassime ","Alexander Zverev ","Madrid Masters","Santana","Clay"
"65","20220505-M-Madrid_Masters-R16-Rafael_Nadal-David_Goffin",2022-05-05,"Rafael Nadal","David Goffin","Madrid Masters","Santana","Clay"
"66","20220504-M-Madrid_Masters-R32-Diego_Schwartzman-Grigor_Dimitrov",2022-05-04,"Diego Schwartzman","Grigor Dimitrov","Madrid Masters","Arantxa Sanchez","Clay"
"67","20220503-M-Madrid_Masters-R64-Alexander_Bublik-Miomir_Kecmanovic",2022-05-03,"Alexander Bublik","Miomir Kecmanovic","Madrid Masters","3","Clay"
"68","20220503-M-Madrid_Masters-R32-Novak_Djokovic-Gael_Monfils",2022-05-03,"Novak Djokovic","Gael Monfils","Madrid Masters","Santana","Clay"
"69","20220503-M-Madrid_Masters-R32-Andy_Murray-Denis_Shapovalov",2022-05-03,"Andy Murray","Denis Shapovalov","Madrid Masters","Sanchez","Clay"
"70","20220502-M-Madrid_Masters-R64-Gael_Monfils-Carlos_Gimeno_Valero",2022-05-02,"Gael Monfils","Carlos Gimeno Valero","Madrid Masters","Santana","Clay"
"71","20220502-M-Madrid_Masters-R64-Andy_Murray-Dominic_Thiem",2022-05-02,"Andy Murray","Dominic Thiem","Madrid Masters","Manolo Santana","Clay"
"72","20220501-M-Munich-F-Botic_Van_De_Zandschulp-Holger_Rune",2022-05-01,"Botic Van De Zandschulp","Holger Rune","Munich","Center Court","Clay"
"73","20220501-M-Madrid_Masters-R64-John_Isner-Filip_Krajinovic",2022-05-01,"John Isner","Filip Krajinovic","Madrid Masters","","Clay"
"74","20220430-M-Munich-SF-Miomir_Kecmanovic-Botic_Van_De_Zandschulp",2022-04-30,"Miomir Kecmanovic","Botic Van De Zandschulp","Munich","Center Court","Clay"
"75","20220429-M-Munich-QF-Casper_Ruud-Botic_Van_De_Zandschulp",2022-04-29,"Casper Ruud","Botic Van De Zandschulp","Munich","Center","Clay"
"76","20220428-M-Munich-R16-Egor_Gerasimov-Botic_Van_De_Zandschulp",2022-04-28,"Egor Gerasimov","Botic Van De Zandschulp","Munich","Center Court","Clay"
"77","20220425-M-Munich-R32-Max_Hans_Rehberg-Miomir_Kecmanovic",2022-04-25,"Max Hans Rehberg","Miomir Kecmanovic","Munich","","Clay"
"78","20220424-M-Belgrade-F-Novak_Djokovic_-Andrey_Rublev_",2022-04-24,"Novak Djokovic ","Andrey Rublev ","Belgrade","Centre","Clay"
"79","20220424-M-Barcelona-SF-Alex_De_Minaur-Carlos_Alcaraz",2022-04-24,"Alex De Minaur","Carlos Alcaraz","Barcelona","Pista Rafa Nadal","Clay"
"80","20220424-M-Barcelona-F-Pablo_Carreno_Busta-Carlos_Alcaraz",2022-04-24,"Pablo Carreno Busta","Carlos Alcaraz","Barcelona","Centre","Clay"
"81","20220423-M-Belgrade-SF-Fabio_Fognini-Andrey_Rublev",2022-04-23,"Fabio Fognini","Andrey Rublev","Belgrade","","Clay"
"82","20220419-M-Barcelona-R64-Emil_Ruusuvuori-Feliciano_Lopez",2022-04-19,"Emil Ruusuvuori","Feliciano Lopez","Barcelona","Pista Rafa Nadal","Clay"
"83","20220419-M-Barcelona-R32-Egor_Gerasimov-Cameron_Norrie_",2022-04-19,"Egor Gerasimov","Cameron Norrie ","Barcelona","Pista Rafa Nadal","Clay"
"84","20220418-M-Barcelona-R64-Bernabe_Zapata_Miralles-Tommy_Robredo",2022-04-18,"Bernabe Zapata Miralles","Tommy Robredo","Barcelona","Pista Rafa Nadal","Clay"
"85","20220417-M-Monte_Carlo_Masters-F-Stefanos_Tsitsipas-Alejandro_Davidovich_Fokina",2022-04-17,"Stefanos Tsitsipas","Alejandro Davidovich Fokina","Monte Carlo Masters","Rainier III","Clay"
"86","20220417-M-Barletta_CH-F-Nuno_Borges-Miljan_Zekic",2022-04-17,"Nuno Borges","Miljan Zekic","Barletta CH","Center","Clay"
"87","20220416-M-Monte_Carlo_Masters-SF-Stefanos_Tsitsipas_-Alexander_Zverev_",2022-04-16,"Stefanos Tsitsipas ","Alexander Zverev ","Monte Carlo Masters","Centre","Clay"
"88","20220416-M-Monte_Carlo_Masters-SF-Grigor_Dimitrov-Alejandro_Davidovich_Fokina",2022-04-16,"Grigor Dimitrov","Alejandro Davidovich Fokina","Monte Carlo Masters","Court Rainier III","Clay"
"89","20220416-M-Barletta_CH-SF-Zdenek_Kolar-Nuno_Borges",2022-04-16,"Zdenek Kolar","Nuno Borges","Barletta CH","Center","Clay"
"90","20220415-M-Monte_Carlo_Masters-QF-Stefanos_Tsitsipas_-Diego_Schwartzman",2022-04-15,"Stefanos Tsitsipas ","Diego Schwartzman","Monte Carlo Masters","Centre","Clay"
"91","20220415-M-Barletta_CH-QF-Nuno_Borges-Luciano_Darderi",2022-04-15,"Nuno Borges","Luciano Darderi","Barletta CH","Center","Clay"
"92","20220414-M-Monte_Carlo_Masters-R16-Casper_Ruud-Grigor_Dimitrov",2022-04-14,"Casper Ruud","Grigor Dimitrov","Monte Carlo Masters","Rainier III","Clay"
"93","20220414-M-Barletta_CH-R16-Oleksandr_Ovcharenko-Nuno_Borges",2022-04-14,"Oleksandr Ovcharenko","Nuno Borges","Barletta CH","Center","Clay"
"94","20220413-M-Monte_Carlo_Masters-R32-Cameron_Norrie-Albert_Ramos",2022-04-13,"Cameron Norrie","Albert Ramos","Monte Carlo Masters","Court des Princes","Clay"
"95","20220412-M-Monte_Carlo_Masters-R32-Novak_Djokovic-Alejandro_Davidovich_Fokina",2022-04-12,"Novak Djokovic","Alejandro Davidovich Fokina","Monte Carlo Masters","Court Rainier III","Clay"
"96","20220411-M-Monte_Carlo_Masters-R64-Jo_Wilfried_Tsonga-Marin_Cilic",2022-04-11,"Jo Wilfried Tsonga","Marin Cilic","Monte Carlo Masters","Rainier III","Clay"
"97","20220410-M-Houston-F-Reilly_Opelka-John_Isner",2022-04-10,"Reilly Opelka","John Isner","Houston","Stadium","Clay"
"98","20220409-M-Houston-SF-Reilly_Opelka-Nick_Kyrgios",2022-04-09,"Reilly Opelka","Nick Kyrgios","Houston","Stadium","Clay"
"99","20220408-M-Houston-QF-Reilly_Opelka-Gijs_Brouwer",2022-04-08,"Reilly Opelka","Gijs Brouwer","Houston","Stadium","Clay"
"100","20220406-M-Houston-R16-Tommy_Paul-Nick_Kyrgios",2022-04-06,"Tommy Paul","Nick Kyrgios","Houston","Stadium","Clay"
"101","20220406-M-Houston-R16-J_J_Wolf-Gijs_Brouwer",2022-04-06,"J J Wolf","Gijs Brouwer","Houston","Stadium","Clay"
"102","20220403-M-Miami_Masters-F-Casper_Ruud-Carlos_Alcaraz",2022-04-03,"Casper Ruud","Carlos Alcaraz","Miami Masters","Grandstand","Hard"
"103","20220403-M-Lugano_CH-F-Luca_Nardi-Leandro_Riedi",2022-04-03,"Luca Nardi","Leandro Riedi","Lugano CH","","Hard"
"104","20220401-M-Miami_Masters-SF-Hubert_Hurkacz-Carlos_Alcaraz",2022-04-01,"Hubert Hurkacz","Carlos Alcaraz","Miami Masters","Stadium","Hard"
"105","20220331-M-Miami_Masters-QF-Miomir_Kecmanovic-Carlos_Alcaraz",2022-03-31,"Miomir Kecmanovic","Carlos Alcaraz","Miami Masters","Stadium","Hard"
"106","20220331-M-Miami_Masters-QF-Hubert_Hurkacz-Daniil_Medvedev",2022-03-31,"Hubert Hurkacz","Daniil Medvedev","Miami Masters","Centre","Hard"
"107","20220330-M-Miami_Masters-QF-Francisco_Cerundolo-Jannik_Sinner",2022-03-30,"Francisco Cerundolo","Jannik Sinner","Miami Masters","Stadium","Hard"
"108","20220330-M-Miami_Masters-QF-Casper_Ruud_-Alexander_Zverev",2022-03-30,"Casper Ruud ","Alexander Zverev","Miami Masters","Hard Rock Stadium","Hard"
"109","20220329-M-Miami_Masters-R16-Stefanos_Tsitsipas-Carlos_Alcaraz",2022-03-29,"Stefanos Tsitsipas","Carlos Alcaraz","Miami Masters","Grandstand","Hard"
"110","20220329-M-Miami_Masters-R16-Jannik_Sinner-Nick_Kyrgios",2022-03-29,"Jannik Sinner","Nick Kyrgios","Miami Masters","Grandstand","Hard"
"111","20220329-M-Miami_Masters-R16-Daniil_Medvedev-Jenson_Brooksby",2022-03-29,"Daniil Medvedev","Jenson Brooksby","Miami Masters","Stadium","Hard"
"112","20220327-M-Miami_Masters-R32-Pablo_Carreno_Busta-Jannik_Sinner",2022-03-27,"Pablo Carreno Busta","Jannik Sinner","Miami Masters","Butch Buchholtz","Hard"
"113","20220327-M-Miami_Masters-R32-Fabio_Fognini-Nick_Kyrgios",2022-03-27,"Fabio Fognini","Nick Kyrgios","Miami Masters","","Hard"
"114","20220327-M-Miami_Masters-R32-Casper_Ruud-Alexander_Bublik",2022-03-27,"Casper Ruud","Alexander Bublik","Miami Masters","Butch Buchholz","Hard"
"115","20220326-M-Miami_Masters-R64-Felix_Auger_Aliassime-Miomir_Kecmanovic",2022-03-26,"Felix Auger Aliassime","Miomir Kecmanovic","Miami Masters","Grandstand","Hard"
"116","20220326-M-Miami_Masters-R64-Andy_Murray-Daniil_Medvedev",2022-03-26,"Andy Murray","Daniil Medvedev","Miami Masters","Stadium","Hard"
"117","20220325-M-Miami_Masters-R64-Nick_Kyrgios-Andrey_Rublev",2022-03-25,"Nick Kyrgios","Andrey Rublev","Miami Masters","","Hard"
"118","20220325-M-Miami_Masters-R64-Juan_Manuel_Cerundolo-Kevin_Anderson",2022-03-25,"Juan Manuel Cerundolo","Kevin Anderson","Miami Masters","5","Hard"
"119","20220324-M-Miami_Masters-R128-Botic_Van_De_Zandschulp-Mikhail_Kukushkin",2022-03-24,"Botic Van De Zandschulp","Mikhail Kukushkin","Miami Masters","3","Hard"
"120","20220323-M-Miami_Masters-R128-Tallon_Griekspoor-Francisco_Cerundolo",2022-03-23,"Tallon Griekspoor","Francisco Cerundolo","Miami Masters","","Hard"
"121","20220320-M-Indian_Wells_Masters-F-Rafael_Nadal-Taylor_Fritz",2022-03-20,"Rafael Nadal","Taylor Fritz","Indian Wells Masters","Stadium 1","Hard"
"122","20220319-M-Indian_Wells_Masters-SF-Taylor_Fritz-Andrey_Rublev",2022-03-19,"Taylor Fritz","Andrey Rublev","Indian Wells Masters","Stadium 1","Hard"
"123","20220319-M-Indian_Wells_Masters-SF-Rafael_Nadal-Carlos_Alcaraz",2022-03-19,"Rafael Nadal","Carlos Alcaraz","Indian Wells Masters","Stadium 1","Hard"
"124","20220318-M-Indian_Wells_Masters-QF-Grigor_Dimitrov-Andrey_Rublev",2022-03-18,"Grigor Dimitrov","Andrey Rublev","Indian Wells Masters","","Hard"
"125","20220317-M-Indian_Wells_Masters-R16-Gael_Monfils-Carlos_Alcaraz",2022-03-17,"Gael Monfils","Carlos Alcaraz","Indian Wells Masters","Stadium 2","Hard"
"126","20220316-M-Indian_Wells_Masters-R32-Grigor_Dimitrov-Alexander_Bublik",2022-03-16,"Grigor Dimitrov","Alexander Bublik","Indian Wells Masters","Stadium 2","Hard"
"127","20220316-M-Indian_Wells_Masters-R32-Andrey_Rublev-Frances_Tiafoe",2022-03-16,"Andrey Rublev","Frances Tiafoe","Indian Wells Masters","","Hard"
"128","20220316-M-Indian_Wells_Masters-R16-Hubert_Hurkacz-Andrey_Rublev",2022-03-16,"Hubert Hurkacz","Andrey Rublev","Indian Wells Masters","Stadium 3","Hard"
"129","20220316-M-Indian_Wells_Masters-R16-Grigor_Dimitrov-John_Isner",2022-03-16,"Grigor Dimitrov","John Isner","Indian Wells Masters","Stadium 2","Hard"
"130","20220315-M-Indian_Wells_Masters-R32-John_Isner-Diego_Schwartzman",2022-03-15,"John Isner","Diego Schwartzman","Indian Wells Masters","Stadium 1","Hard"
"131","20220315-M-Indian_Wells_Masters-R32-Casper_Ruud-Nick_Kyrgios",2022-03-15,"Casper Ruud","Nick Kyrgios","Indian Wells Masters","Stadium 2","Hard"
"132","20220315-M-Indian_Wells_Masters-R16-Lloyd_Harris_-Matteo_Berrettini",2022-03-15,"Lloyd Harris ","Matteo Berrettini","Indian Wells Masters","Stadium 2","Hard"
"133","20220314-M-Indian_Wells_Masters-R32-Roberto_Bautista_Agut-Carlos_Alcaraz",2022-03-14,"Roberto Bautista Agut","Carlos Alcaraz","Indian Wells Masters","Stadium 3","Hard"
"134","20220314-M-Indian_Wells_Masters-R32-Gael_Monfils-Daniil_Medvedev",2022-03-14,"Gael Monfils","Daniil Medvedev","Indian Wells Masters","Stadium 1","Hard"
"135","20220313-M-Indian_Wells_Masters-R64-Sam_Querrey-John_Isner",2022-03-13,"Sam Querrey","John Isner","Indian Wells Masters","Stadium 2","Hard"
"136","20220313-M-Indian_Wells_Masters-R64-Felix_Auger_Aliassime-Botic_Van_De_Zandschulp",2022-03-13,"Felix Auger Aliassime","Botic Van De Zandschulp","Indian Wells Masters","","Hard"
"137","20220312-M-Indian_Wells_Masters-R64-Reilly_Opelka-Lorenzo_Musetti",2022-03-12,"Reilly Opelka","Lorenzo Musetti","Indian Wells Masters","Stadium 3","Hard"
"138","20220312-M-Indian_Wells_Masters-R64-Gael_Monfils-Filip_Krajinovic",2022-03-12,"Gael Monfils","Filip Krajinovic","Indian Wells Masters","6","Hard"
"139","20220310-M-Indian_Wells_Masters-R128-Sebastian_Baez-Nick_Kyrgios",2022-03-10,"Sebastian Baez","Nick Kyrgios","Indian Wells Masters","Stadium 1","Hard"
"140","20220305-M-Davis_Cup_Qualifiers-RR-Robin_Haase-Steven_Diez",2022-03-05,"Robin Haase","Steven Diez","Davis Cup Qualifiers","The Hague","Clay"
"141","20220304-M-Davis_Cup_Qualifiers-RR-Tallon_Griekspoor-Steven_Diez",2022-03-04,"Tallon Griekspoor","Steven Diez","Davis Cup Qualifiers","The Hague","Clay"
"142","20220304-M-Davis_Cup_Qualifiers-RR-Alexis_Galarneau-Botic_Van_De_Zandschulp",2022-03-04,"Alexis Galarneau","Botic Van De Zandschulp","Davis Cup Qualifiers","The Hague","Clay"
"143","20220227-M-Santiago-F-Pedro_Martinez-Sebastian_Baez",2022-02-27,"Pedro Martinez","Sebastian Baez","Santiago","Centre","Clay "
"144","20220226-M-Dubai-F-Andrey_Rublev-Jiri_Vesely",2022-02-26,"Andrey Rublev","Jiri Vesely","Dubai","Centre","Hard"
"145","20220225-M-Santiago-QF-Thiago_Monteiro_-Sebastian_Baez",2022-02-25,"Thiago Monteiro ","Sebastian Baez","Santiago","Centre","Clay"
"146","20220225-M-Acapulco-SF-Rafael_Nadal-Daniil_Medvedev",2022-02-25,"Rafael Nadal","Daniil Medvedev","Acapulco","Estadio","Hard"
"147","20220224-M-Acapulco-R16-Daniil_Medvedev-Pablo_Andujar",2022-02-24,"Daniil Medvedev","Pablo Andujar","Acapulco","","Hard"
"148","20220224-M-Acapulco-QF-Daniil_Medvedev-Yoshihito_Nishioka",2022-02-24,"Daniil Medvedev","Yoshihito Nishioka","Acapulco","Centre","Hard"
"149","20220223-M-Santiago-R16-Sebastian_Baez-Juan_Ignacio_Londero",2022-02-23,"Sebastian Baez","Juan Ignacio Londero","Santiago","Center","Clay"
"150","20220223-M-Acapulco-R32-Benoit_Paire-Daniil_Medvedev",2022-02-23,"Benoit Paire","Daniil Medvedev","Acapulco","Estadio","Hard"
"151","20220222-M-Acapulco-R32-Jenson_Brooksby_-Alexander_Zverev",2022-02-22,"Jenson Brooksby ","Alexander Zverev","Acapulco","Centre","Hard"
"152","20220221-M-Acapulco-R32-Grigor_Dimitrov-Stefan_Kozlov",2022-02-21,"Grigor Dimitrov","Stefan Kozlov","Acapulco","Estadio","Hard"
"153","20220220-M-Rio_de_Janeiro-F-Diego_Schwartzman-Carlos_Alcaraz",2022-02-20,"Diego Schwartzman","Carlos Alcaraz","Rio de Janeiro","Kuerten","Clay"
"154","20220220-M-Forli_CH-F-Jack_Draper-Tim_Van_Rijthoven",2022-02-20,"Jack Draper","Tim Van Rijthoven","Forli CH","","Hard"
"155","20220219-M-Rio_de_Janeiro-SF-Fabio_Fognini-Carlos_Alcaraz",2022-02-19,"Fabio Fognini","Carlos Alcaraz","Rio de Janeiro","Centre","Clay"
"156","20220219-M-Rio_de_Janeiro-QF-Carlos_Alcaraz-Matteo_Berrettini",2022-02-19,"Carlos Alcaraz","Matteo Berrettini","Rio de Janeiro","Centre","Clay"
"157","20220217-M-Doha-QF-Denis_Shapovalov-Arthur_Rinderknech",2022-02-17,"Denis Shapovalov","Arthur Rinderknech","Doha","Centre","Hard"
"158","20220213-M-Rotterdam-F-Stefanos_Tsitsipas-Felix_Auger_Aliassime",2022-02-13,"Stefanos Tsitsipas","Felix Auger Aliassime","Rotterdam","Centre","Hard"
"159","20220213-M-Dallas-F-Reilly_Opelka-Jenson_Brooksby",2022-02-13,"Reilly Opelka","Jenson Brooksby","Dallas","","Hard"
"160","20220212-M-Rotterdam-SF-Felix_Auger_Aliassime-Andrey_Rublev",2022-02-12,"Felix Auger Aliassime","Andrey Rublev","Rotterdam","Centre","Hard"
